point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,王盈新2011/石汝杰
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,TS,嗉,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,姑,o/əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,孤,o/əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,箍,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,辜,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,菇,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,鸪,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,蛄,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,古,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,估,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,盬,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,牯,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,股,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,鼓,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,蛊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,故,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,固,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,锢,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,雇,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,顾,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,枯,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,苦,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,库,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,裤,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,吴,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,蜈,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,吾,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,梧,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,五,n/əu,白读/文读,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,伍,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,午,əu,文读,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,忤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,误,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,K,悟,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,呼,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,虎,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,浒,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,胡,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,湖,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,狐,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,壶,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,乎,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,鬍,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,糊,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,蝴,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,户,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,沪,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,互,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,护,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,糊,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,乌,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,污,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,坞,əu,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,P,菢,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,叨,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,捣,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,掏,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,涛,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,痨,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,佬,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,L,涝,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,蚤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,灶,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,TS,燥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,篙,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,拷,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,铐,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,敖,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,浩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,P,剖,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,某,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,亩,m,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,牡,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,母,o,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,拇,o,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,戊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,茂,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,M,贸,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,兜,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,抖,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,陡,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,偷,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,敨,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,透,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,头,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,投,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,骰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,豆,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,逗,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,痘,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,T,脰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,楼,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,搂,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,耧,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,娄,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,搂,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,篓,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,溇,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,漏,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,L,陋,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,TS,走,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,TS,叟,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,钩,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,沟,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,狗,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,苟,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,垢,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,枸,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,彀,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,够,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,构,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,购,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,抠,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,眍,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,口,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,叩,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,扣,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,寇,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,藕,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ei,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,P,排,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,M,埋,a/ɛ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,L,攋,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,阶,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,偕,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,界,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,芥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,疥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,届,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,K,楷,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,ia,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,Ø,械,ɛ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,派,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,罢,o/a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,M,买,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,佳,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,街,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,解,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,懈,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,涯,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,崖,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,K,捱,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,a,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,呆,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,戴,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,胎,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,奤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,态,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,贷,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
