point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,富阳方言研究
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,爊,,,
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,豪,Ø,澳,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,P,剖,o,解～,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,某,o/ɔ,文读/白读,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,亩,m,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,牡,ɛ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,母,m,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,拇,o,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,戊,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,茂,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,M,贸,ɔ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,兜,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,斗,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,抖,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,陡,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,蚪,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,斗,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,偷,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,敨,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,透,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,头,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,投,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,骰,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,豆,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,逗,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,痘,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,T,脰,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,楼,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,搂,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,耧,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,娄,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,搂,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,篓,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,溇,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,漏,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,L,陋,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,TS,走,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,TS,奏,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,TS,凑,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,TS,叟,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,TS,嗽,ʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,勾,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,钩,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,沟,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,狗,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,苟,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,垢,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,枸,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,彀,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,够,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,构,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,购,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,勾,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,抠,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,眍,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,口,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,叩,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,扣,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,寇,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,藕,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,偶,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,K,偶,iʊ,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,吼,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,侯,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,喉,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,猴,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,瘊,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,後,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,厚,iʊ/ei,白读/文读,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,后,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,候,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,鲎,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,欧,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,瓯,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,区,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,鸥,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,呕,ei,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,殴,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,沤,,,
FY01,富阳城关,太湖片-临绍小片,,,侯,Ø,怄,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,P,拜,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,P,排,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,P,�,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,M,埋,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,L,攋,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,TS*,䍉,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,TS*,箉,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,TS*,斋,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,TS*,豺,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,皆,iɛ,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,阶,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,稭,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,偕,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,介,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,界,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,芥,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,尬,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,疥,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,届,iɛ,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,戒,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,庎,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,揩,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,K,楷,a,,
FY01,富阳城关,太湖片-临绍小片,,,皆,Ø,谐,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,Ø,骇,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,Ø,械,,,
FY01,富阳城关,太湖片-临绍小片,,,皆,Ø,挨,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,摆,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,派,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,牌,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,簰,,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,罢,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,P,稗,o,,
FY01,富阳城关,太湖片-临绍小片,,,佳,M,买,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,M,卖,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,N,奶,ɛ,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,债,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,钗,a,文读,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,差,a/o,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,筛,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,洒,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,TS*,晒,o,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,佳,o,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,街,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,解,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,懈,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,涯,,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,崖,,,
FY01,富阳城关,太湖片-临绍小片,,,佳,K,捱,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,解,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,解,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
FY01,富阳城关,太湖片-临绍小片,,,佳,Ø,隘,,,
