point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,调查材料
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,兑,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,TS,最,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,会,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,刽,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,桧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,外,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
