point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,调查材料
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,藻,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,草,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,铐,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,㸆,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,敖,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,鳌,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,P,剖,u,～腹产,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,某,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,亩,ei/m,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,牡,o,～丹,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,母,o/m,～亲,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,拇,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,茂,ɔ,～盛,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,贸,ɔ,～易,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,兜,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,抖,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,陡,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,蚪,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,偷,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,敨,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,透,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,头,ei,城厢镇为ø,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,投,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,骰,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,豆,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,逗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,痘,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,脰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,楼,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,耧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,娄,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,篓,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,溇,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,漏,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,陋,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,走,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,奏,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,凑,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,叟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,嗽,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,钩,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,沟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,狗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,苟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,垢,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,枸,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,彀,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,够,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,构,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,购,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,抠,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,眍,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,口,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,叩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,扣,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,寇,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,藕,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,吼,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,侯,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,喉,u/ei,～咙/～结,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,猴,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,後,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,厚,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,后,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,候,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,欧,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,区,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,呕,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,殴,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,排,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,�,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,M,埋,ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,L,攋,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,聊～,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,豺,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,阶,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,稭,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,偕,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,界,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,届,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,戒,a,猪八～,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,庎,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,谐,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,械,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,挨,a/ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,派,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,簰,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,M,买,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,街,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,懈,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,涯,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,崖,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,捱,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,呆,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,戴,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,胎,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,台,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,奤,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,态,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,贷,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,台,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,苔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,抬,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,待,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,怠,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,殆,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,代,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,袋,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,玳,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,黛,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,埭,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,逮,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,T,绐,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,N,乃,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,N,耐,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,L,来,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,再,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,採,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,才,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,材,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,财,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,在,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,该,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,改,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,概,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,溉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,开,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,凯,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,慨,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,咳,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,呆,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,磑,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,K,碍,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,P,贝,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,P,狈,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,P,沛,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,带,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,太,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,泰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,大,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,T,汏,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,N,奈,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,L,赖,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,L,癞,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,盖,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,丐,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,K,艾,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,杯,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,辈,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,背,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,胚,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,坯,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,配,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,培,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,陪,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,赔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,裴,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,倍,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,佩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,P,背,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,梅,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,枚,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,媒,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,煤,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,莓,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,玫,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,每,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,妹,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,M,昧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,堆,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,对,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,碓,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,推,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,腿,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,退,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,颓,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,T,队,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,N,馁,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,N,内,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,雷,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,儡,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,癗,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,累,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,擂,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,催,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,盔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,恢,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,魁,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,诙,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,傀,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,块,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,K,桅,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
