point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,桐乡方言志2014
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,壕,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,P,剖,u,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,某,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,亩,əɯ/m,文读/白读,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,牡,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,母,u,白读,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,拇,m,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,戊,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,茂,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,M,贸,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,兜,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,斗,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,抖,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,陡,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,斗,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,偷,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,敨,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,透,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,头,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,投,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,骰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,豆,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,逗,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,痘,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,T,脰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,楼,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,搂,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,耧,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,娄,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,搂,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,篓,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,溇,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,漏,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,L,陋,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,TS,走,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,TS,奏,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,TS,凑,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,TS,嗽,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,勾,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,钩,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,沟,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,狗,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,苟,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,垢,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,枸,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,彀,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,够,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,构,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,购,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,勾,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,抠,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,眍,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,口,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,叩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,扣,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,寇,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,藕,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,偶,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,K,偶,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,吼,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,侯,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,喉,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,猴,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,後,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,厚,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,后,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,候,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,鲎,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,欧,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,呕,əɯ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,殴,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,P,排,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,P,�,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,L,攋,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,TS*,豺,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,阶,a,文读,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,稭,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,偕,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,界,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,届,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,戒,a,文读,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,庎,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,Ø,械,iɛ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,皆,Ø,挨,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,派,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,簰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,M,买,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,钗,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,街,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,解,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,懈,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,涯,ia,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,崖,ia,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,K,捱,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,呆,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,戴,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,胎,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,台,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,奤,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,态,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,贷,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,台,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,苔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,抬,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,待,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,怠,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,殆,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,代,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,袋,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,玳,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,黛,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,埭,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,逮,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,T,绐,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,N,乃,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,N,耐,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,L,来,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,再,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,採,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,才,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,材,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,财,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,在,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,载,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,该,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,改,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,概,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,溉,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,开,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,凯,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,慨,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,咳,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,呆,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,磑,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,K,碍,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,P,贝,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,P,狈,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,P,沛,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,带,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,太,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,泰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,大,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,汏,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,N,奈,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,L,赖,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,L,癞,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,盖,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,丐,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,艾,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,杯,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,辈,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,背,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,胚,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,坯,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,配,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,培,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,陪,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,赔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,裴,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,倍,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,佩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,P,背,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,梅,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,枚,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,媒,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,煤,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,莓,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,玫,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,每,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,妹,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,M,昧,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,堆,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,对,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,碓,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,推,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,腿,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,退,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,颓,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,T,队,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,N,馁,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,N,内,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,雷,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,儡,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,癗,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,累,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,擂,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,催,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,盔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,恢,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,魁,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,诙,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,傀,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,块,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,K,桅,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,T,兑,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,TS,最,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,会,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,刽,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,桧,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,K,外,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
