point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,桐乡方言志2014
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
TX01,桐乡城区,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
