point_id,point_name,subbranch,lat,lon,韵,声组,汉字,奉城,note
FC01,奉城,太湖片-苏沪嘉小片,,,豪,K,鏊,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,蒿,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,薅,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,耗,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,壕,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,浩,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,号,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,爊,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,懊,,
FC01,奉城,太湖片-苏沪嘉小片,,,豪,Ø,澳,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,P,剖,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,某,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,亩,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,牡,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,母,u,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,拇,u,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,戊,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,茂,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,M,贸,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,兜,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,斗,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,抖,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,陡,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,蚪,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,斗,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,偷,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,敨,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,透,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,头,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,投,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,骰,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,豆,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,逗,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,痘,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,T,脰,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,楼,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,搂,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,耧,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,娄,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,搂,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,篓,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,溇,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,漏,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,L,陋,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,TS,走,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,TS,奏,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,TS,凑,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,TS,叟,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,TS,嗽,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,钩,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,沟,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,狗,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,苟,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,垢,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,枸,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,彀,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,够,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,构,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,购,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,抠,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,眍,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,口,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,叩,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,扣,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,寇,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,藕,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,後,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,后,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,候,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,鲎,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,区,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɯ,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,沤,,
FC01,奉城,太湖片-苏沪嘉小片,,,侯,Ø,怄,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,P,拜,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,P,排,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,P,�,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,M,埋,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,L,攋,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,TS*,箉,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,皆,iɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,阶,iɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,稭,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,偕,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,介,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,界,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,芥,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,尬,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,疥,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,届,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,戒,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,庎,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,揩,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,K,楷,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,Ø,谐,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,Ø,骇,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,Ø,械,,
FC01,奉城,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,摆,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,派,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,牌,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,簰,,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,罢,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,P,稗,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,M,买,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,M,卖,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,N,奶,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,债,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,差,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,洒,,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,佳,iɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,街,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,解,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,懈,,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,涯,iɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,崖,,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,K,捱,,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɑ,
FC01,奉城,太湖片-苏沪嘉小片,,,佳,Ø,隘,,
