point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,嘉定方言研究1993
JD01,嘉定城关,太湖片-苏沪嘉小片,,,皆,Ø,械,iᴇ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,皆,Ø,挨,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,摆,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,派,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,牌,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,簰,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,罢,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,P,稗,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,M,买,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,M,卖,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,N,奶,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,债,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,差,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,柴,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,筛,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,洒,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,TS*,晒,o/ᴀ,白读/文读,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,佳,iᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,街,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,解,ᴀ/iᴇ,/姓,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,懈,iᴇ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,涯,iᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,崖,iᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,K,捱,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,解,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,解,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,矮,ᴀ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,呆,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,戴,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,胎,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,台,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,奤,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,态,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,贷,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,台,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,苔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,抬,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,待,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,怠,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,殆,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,代,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,袋,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,玳,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,黛,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,埭,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,逮,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,T,绐,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,N,乃,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,N,耐,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,L,来,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,再,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,採,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,才,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,材,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,财,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,在,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,该,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,改,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,概,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,溉,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,开,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,凯,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,慨,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,咳,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,呆,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,磑,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,K,碍,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,P,贝,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,P,狈,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,P,沛,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,带,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,太,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,泰,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,大,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,汏,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,N,奈,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,L,赖,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,L,癞,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,盖,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,丐,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,艾,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,杯,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,辈,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,背,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,胚,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,坯,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,配,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,培,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,陪,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,赔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,裴,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,倍,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,佩,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,P,背,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,梅,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,枚,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,媒,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,煤,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,莓,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,玫,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,每,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,妹,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,M,昧,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,堆,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,对,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,碓,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,推,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,腿,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,退,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,颓,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,T,队,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,N,馁,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,N,内,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,雷,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,儡,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,癗,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,累,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,擂,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,催,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,盔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,恢,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,魁,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,诙,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,傀,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,块,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,K,桅,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,T,兑,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,TS,最,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,会,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,刽,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,桧,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,K,外,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
