point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,上海南汇方言老派同音字汇陈忠敏
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,吾,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,梧,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,五,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,伍,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,午,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,忤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,误,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,K,悟,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,浒,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,乎,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,蝴,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,户,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,护,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,P,菢,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,叨,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,捣,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,掏,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,痨,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,佬,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,蚤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,澡,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,曹,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,臊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,篙,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,拷,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,犒,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,铐,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,敖,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,蒿,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,壕,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,浩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,P,剖,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,某,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,亩,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,牡,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,母,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,拇,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,茂,ɔ/ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,M,贸,ɔ/ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,兜,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,抖,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,陡,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,偷,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,敨,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,透,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,头,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,投,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,骰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,豆,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,逗,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,痘,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,T,脰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,楼,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,耧,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,娄,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,篓,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,溇,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,漏,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,L,陋,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,TS,走,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,钩,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,沟,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,狗,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,苟,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,垢,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,枸,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,彀,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,够,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,构,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,购,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,抠,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,眍,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,口,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,叩,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,扣,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,寇,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,藕,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,区,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɤ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,P,排,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,L,攋,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,a/ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,阶,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,偕,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,界,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,芥,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,尬,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,疥,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,届,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,戒,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,Ø,械,ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,派,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,M,买,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,街,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,解,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,懈,ɛ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,涯,ia,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,崖,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,K,捱,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,呆,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,戴,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,胎,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,奤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,态,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,贷,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,苔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,抬,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,待,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,怠,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,殆,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,代,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,袋,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,玳,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,黛,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,埭,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,逮,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,T,绐,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,N,乃,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,N,耐,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,L,来,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,再,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,採,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,才,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,材,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,财,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,在,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
