point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语新登（下港）方言音系
XD01,新登下港,太湖片-临绍小片,,,侯,M,茂,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,M,贸,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,兜,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,斗,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,抖,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,陡,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,蚪,,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,斗,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,偷,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,敨,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,透,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,头,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,投,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,骰,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,豆,iʊ/ɛ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,逗,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,痘,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,T,脰,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,楼,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,搂,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,耧,,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,娄,,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,搂,,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,篓,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,溇,,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,漏,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,L,陋,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,TS,走,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,TS,奏,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,TS,凑,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,TS,叟,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,TS,嗽,iʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,勾,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,钩,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,沟,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,狗,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,苟,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,垢,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,枸,,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,彀,,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,够,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,构,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,购,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,勾,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,抠,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,眍,,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,口,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,叩,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,扣,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,寇,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,藕,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,偶,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,K,偶,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,吼,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,侯,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,喉,u/əʊ,～咙,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,猴,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,瘊,,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,後,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,厚,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,后,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,候,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,鲎,,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,欧,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,瓯,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,区,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,鸥,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,呕,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,殴,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,沤,,,
XD01,新登下港,太湖片-临绍小片,,,侯,Ø,怄,əʊ,,
XD01,新登下港,太湖片-临绍小片,,,皆,P,拜,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,P,排,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,P,�,,,
XD01,新登下港,太湖片-临绍小片,,,皆,M,埋,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,L,攋,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,TS*,䍉,,,
XD01,新登下港,太湖片-临绍小片,,,皆,TS*,箉,,,
XD01,新登下港,太湖片-临绍小片,,,皆,TS*,斋,ia,,
XD01,新登下港,太湖片-临绍小片,,,皆,TS*,豺,ia,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,皆,ie,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,阶,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,稭,,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,偕,ie,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,介,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,界,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,芥,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,尬,a/o,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,疥,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,届,ie,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,戒,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,庎,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,揩,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,K,楷,a,,
XD01,新登下港,太湖片-临绍小片,,,皆,Ø,谐,,,
XD01,新登下港,太湖片-临绍小片,,,皆,Ø,骇,ɛ,,
XD01,新登下港,太湖片-临绍小片,,,皆,Ø,械,ia,,
XD01,新登下港,太湖片-临绍小片,,,皆,Ø,挨,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,摆,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,派,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,牌,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,簰,,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,罢,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,P,稗,o,,
XD01,新登下港,太湖片-临绍小片,,,佳,M,买,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,M,卖,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,N,奶,a/ɛ,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,债,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,钗,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,差,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,柴,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,筛,,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,洒,,,
XD01,新登下港,太湖片-临绍小片,,,佳,TS*,晒,yo,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,佳,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,街,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,解,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,懈,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,涯,ia,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,崖,ai,,
XD01,新登下港,太湖片-临绍小片,,,佳,K,捱,,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,鞋,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,解,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,解,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,蟹,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,矮,a,,
XD01,新登下港,太湖片-临绍小片,,,佳,Ø,隘,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,呆,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,戴,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,胎,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,台,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,奤,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,态,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,贷,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,台,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,苔,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,抬,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,待,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,怠,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,殆,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,代,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,袋,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,玳,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,黛,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,埭,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,逮,,,
XD01,新登下港,太湖片-临绍小片,,,咍,T,绐,,,
XD01,新登下港,太湖片-临绍小片,,,咍,N,乃,,,
XD01,新登下港,太湖片-临绍小片,,,咍,N,耐,,,
XD01,新登下港,太湖片-临绍小片,,,咍,L,来,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,灾,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,栽,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,宰,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,载,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,再,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,载,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,猜,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,彩,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,採,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,睬,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,踩,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,菜,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,棌,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,才,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,材,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,财,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,裁,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,在,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,载,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,腮,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,鳃,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,赛,,,
XD01,新登下港,太湖片-临绍小片,,,咍,TS,塞,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,该,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,改,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,概,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,溉,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,开,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,凯,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,慨,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,咳,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,呆,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,磑,,,
XD01,新登下港,太湖片-临绍小片,,,咍,K,碍,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,海,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,孩,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,亥,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,哀,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,埃,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,唉,,,
XD01,新登下港,太湖片-临绍小片,,,咍,Ø,爱,,,
XD01,新登下港,太湖片-临绍小片,,,泰,P,贝,,,
XD01,新登下港,太湖片-临绍小片,,,泰,P,狈,,,
XD01,新登下港,太湖片-临绍小片,,,泰,P,沛,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,带,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,太,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,泰,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,大,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,汏,,,
XD01,新登下港,太湖片-临绍小片,,,泰,N,奈,,,
XD01,新登下港,太湖片-临绍小片,,,泰,L,赖,,,
XD01,新登下港,太湖片-临绍小片,,,泰,L,癞,,,
XD01,新登下港,太湖片-临绍小片,,,泰,TS,蔡,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,盖,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,丐,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,艾,,,
XD01,新登下港,太湖片-临绍小片,,,泰,Ø,害,,,
XD01,新登下港,太湖片-临绍小片,,,泰,Ø,蔼,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,杯,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,辈,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,背,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,胚,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,坯,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,配,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,培,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,陪,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,赔,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,裴,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,倍,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,佩,,,
XD01,新登下港,太湖片-临绍小片,,,灰,P,背,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,梅,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,枚,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,媒,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,煤,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,莓,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,玫,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,每,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,妹,,,
XD01,新登下港,太湖片-临绍小片,,,灰,M,昧,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,堆,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,𠡒,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,对,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,碓,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,推,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,㷟,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,腿,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,退,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,颓,,,
XD01,新登下港,太湖片-临绍小片,,,灰,T,队,,,
XD01,新登下港,太湖片-临绍小片,,,灰,N,馁,,,
XD01,新登下港,太湖片-临绍小片,,,灰,N,内,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,雷,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,儡,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,癗,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,蕾,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,累,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,擂,,,
XD01,新登下港,太湖片-临绍小片,,,灰,L,𨀤,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,脧,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,催,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,崔,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,摧,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,罪,,,
XD01,新登下港,太湖片-临绍小片,,,灰,TS,碎,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,瑰,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,盔,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,恢,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,魁,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,诙,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,傀,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,块,,,
XD01,新登下港,太湖片-临绍小片,,,灰,K,桅,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,灰,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,贿,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,悔,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,晦,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,回,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,茴,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,蛔,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,徊,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,汇,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,溃,,,
XD01,新登下港,太湖片-临绍小片,,,灰,Ø,煨,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,蜕,,,
XD01,新登下港,太湖片-临绍小片,,,泰,T,兑,,,
XD01,新登下港,太湖片-临绍小片,,,泰,TS,最,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,会,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,刽,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,桧,,,
XD01,新登下港,太湖片-临绍小片,,,泰,K,外,,,
XD01,新登下港,太湖片-临绍小片,,,泰,Ø,会,,,
XD01,新登下港,太湖片-临绍小片,,,泰,Ø,绘,,,
XD01,新登下港,太湖片-临绍小片,,,泰,Ø,烩,,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,包,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,胞,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,苞,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,饱,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,豹,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,爆,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,泡,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,抛,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,脬,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,炮,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,泡,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,跑,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,刨,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,匏,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,麅,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,M,茅,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,M,猫,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,M,锚,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,M,卯,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,M,貌,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,N,铙,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,N,挠,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,N,闹,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,找,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,交,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,郊,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,胶,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,教,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,茭,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,跤,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,绞,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,狡,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,铰,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,搅,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,搞,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,教,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,校,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,较,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,酵,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,窖,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,觉,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,珓,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,敲,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,骹,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,巧,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,咬,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,K,乐,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
XD01,新登下港,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
