point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江上虞百官镇方言音系
SY02,上虞百官镇,太湖片-临绍小片,,,歌,Ø,何,ɐ/o,白读～谁/文读,
SY02,上虞百官镇,太湖片-临绍小片,,,歌,Ø,荷,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,歌,Ø,贺,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,歌,Ø,阿,,,
SY02,上虞百官镇,太湖片-临绍小片,,,歌,Ø,屙,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,茄,iɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,波,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,菠,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,跛,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,簸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,簸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,播,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,颇,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,坡,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,玻,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,破,ɐ/o,白读/文读,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,婆,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,P,薄,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,魔,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,磨,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,摩,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,馍,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,蘑,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,M,磨,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,朵,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,躲,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,剁,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,妥,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,椭,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,唾,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,砣,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,惰,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,垛,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,T,堕,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,N,挼,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,N,糯,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,N,懦,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,骡,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,螺,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,脶,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,啰,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,裸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,瘰,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,L,摞,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,锉,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,莝,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,矬,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,坐,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,座,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,蓑,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,梭,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,唆,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,莎,ɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,锁,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,琐,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,TS,唢,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,过,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,锅,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,戈,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,果,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,裹,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,餜,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,过,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,科,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,窠,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,棵,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,髁,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,蝌,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,颗,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,课,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,讹,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,K,卧,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,火,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,伙,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,货,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,和,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,禾,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,祸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,夥,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,和,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,倭,uo,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,踒,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,窝,uo,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,涡,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,莴,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,涴,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,瘸,,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,靴,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,戈,Ø,�,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,巴,ɐ/o,古～/下～,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,芭,ɐ,～比,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,疤,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,笆,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,吧,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,把,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,靶,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,霸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,欛,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,壩,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,坝,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,爸,ɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,怕,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,帕,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,爬,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,琶,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,杷,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,钯,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,P,耙,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,麻,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,痲,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,蟆,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,妈,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,马,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,码,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,玛,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,蚂,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,M,骂,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,N,拿,o,白读,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS,茶,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS,搽,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS,䖳,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,楂,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,渣,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,诈,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,榨,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,炸,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,叉,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,杈,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,差,o,～勿多,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,岔,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,差,o,～勿多,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,茬,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,查,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,乍,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,沙,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,纱,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,痧,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,砂,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,鲨,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,裟,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,洒,ɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,TS*,厦,ɐ,大～,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,家,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,傢,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,加,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,痂,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,嘉,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,枷,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,袈,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,假,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,贾,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,假,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,架,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,驾,iɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,嫁,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,稼,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,价,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,揢,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,牙,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,芽,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,衙,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,伢,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,蚜,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,雅,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,K,砑,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,虾,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,�,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,嚇,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,霞,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,瑕,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,遐,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,蝦,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,下,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,夏,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,厦,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,下,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,夏,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,暇,,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,鸦,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,丫,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,桠,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,哑,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,麻,Ø,亚,iɐ,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,补,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,谱,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,哺,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,布,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,佈,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,铺,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,潽,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,普,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,浦,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,铺,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,怖,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,蒲,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,菩,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,脯,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,葡,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,莆,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,部,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,簿,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,篰,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,步,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,捕,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,P,埠,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,模,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,模,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,摹,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,姥,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,暮,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,慕,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,墓,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,募,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,M,睦,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,都,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,都,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,赌,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,堵,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,肚,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,睹,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,妒,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,土,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,吐,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,吐,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,兔,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,徒,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,屠,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,途,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,涂,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,图,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,杜,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,肚,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,度,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,渡,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,T,镀,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,N,奴,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,N,努,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,N,怒,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,卢,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,炉,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,芦,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,鸬,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,颅,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,鲈,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,鲁,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,橹,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,虏,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,卤,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,路,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,赂,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,露,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,L,鹭,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,租,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,祖,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,组,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,做,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,粗,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,醋,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,措,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,错,o,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,苏,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,酥,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,素,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,诉,y,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,塑,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,TS,嗉,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,姑,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,孤,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,箍,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,辜,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,菇,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,鸪,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,蛄,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,古,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,估,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,盬,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,牯,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,股,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,鼓,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,蛊,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,故,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,固,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,锢,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,雇,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,顾,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,枯,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,苦,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,库,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,裤,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,吴,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,蜈,u,白读,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,吾,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,梧,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,五,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,伍,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,午,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,忤,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,误,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,K,悟,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,呼,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,虎,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,浒,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,琥,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,戽,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,胡,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,湖,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,狐,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,壶,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,乎,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,鬍,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,糊,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,蝴,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,瑚,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,户,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,沪,,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,互,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,护,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,糊,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,乌,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,污,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,坞,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,模,Ø,恶,u,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,褒,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,保,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,堡,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,宝,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,报,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,袍,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,抱,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,暴,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,P,菢,,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,M,毛,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,M,冒,ɔ,,
SY02,上虞百官镇,太湖片-临绍小片,,,豪,M,帽,ɔ,,
