point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,新昌县志
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,蠔,,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,浩,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,爊,,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
XC01,新昌城关,太湖片-临绍小片,,,豪,Ø,澳,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,P,剖,ɯ/iɯ,文读/白读,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,某,o,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,亩,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,牡,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,母,o,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,拇,o,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,戊,u,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,茂,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,M,贸,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,兜,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,斗,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,抖,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,陡,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,蚪,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,斗,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,偷,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,敨,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,透,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,头,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,投,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,骰,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,豆,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,逗,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,痘,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,T,脰,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,楼,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,搂,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,耧,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,娄,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,搂,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,篓,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,溇,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,漏,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,L,陋,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,TS,走,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,TS,奏,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,TS,凑,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,TS,叟,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,TS,嗽,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,勾,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,钩,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,沟,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,狗,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,苟,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,垢,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,枸,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,彀,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,够,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,构,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,购,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,勾,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,抠,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,眍,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,口,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,叩,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,扣,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,寇,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,藕,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,偶,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,K,偶,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,吼,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,侯,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,喉,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,猴,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,瘊,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,後,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,厚,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,后,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,候,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,鲎,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,欧,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,瓯,iɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,区,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,鸥,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,呕,ɯ/iɯ,白读/文读,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,殴,ɯ,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,沤,,,
XC01,新昌城关,太湖片-临绍小片,,,侯,Ø,怄,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,P,拜,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,P,排,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,P,�,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,M,埋,a/ɛ,～怨/～伏,
XC01,新昌城关,太湖片-临绍小片,,,皆,L,攋,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,TS*,䍉,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,TS*,箉,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,TS*,斋,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,TS*,豺,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,皆,ia,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,阶,a,白读,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,稭,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,偕,ia,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,介,a,白读,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,界,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,芥,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,尬,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,疥,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,届,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,戒,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,庎,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,揩,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,K,楷,a,,
XC01,新昌城关,太湖片-临绍小片,,,皆,Ø,谐,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,Ø,骇,,,
XC01,新昌城关,太湖片-临绍小片,,,皆,Ø,械,ia,,
XC01,新昌城关,太湖片-临绍小片,,,皆,Ø,挨,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,摆,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,派,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,牌,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,簰,,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,罢,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,P,稗,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,M,买,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,M,卖,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,N,奶,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,债,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,钗,o̞,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,差,a/o̞,/～不多,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,筛,,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,洒,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,TS*,晒,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,佳,,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,街,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,解,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,懈,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,涯,ia,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,崖,ia,,
XC01,新昌城关,太湖片-临绍小片,,,佳,K,捱,,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,解,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,解,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
XC01,新昌城关,太湖片-临绍小片,,,佳,Ø,隘,,,
