point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,许宝华、陶寰2015
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,耧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,娄,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,篓,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,溇,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,漏,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,陋,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,走,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,叟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,钩,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,沟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,狗,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,苟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,垢,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,枸,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,彀,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,够,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,构,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,购,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,抠,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,眍,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,口,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,叩,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,扣,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,寇,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,藕,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,u/ɯ,～咙,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,拜,ɑ/ɛ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,排,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,M,埋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,L,攋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,皆,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,阶,ɑ/iɑ,～沿石/～段,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,偕,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,介,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,界,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,芥,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,尬,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,疥,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,届,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,戒,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,揩,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,楷,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,iɛ,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,械,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,摆,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,派,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,牌,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,罢,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,稗,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,M,买,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,M,卖,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,N,奶,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,债,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,差,ɑ,出～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɑ,～酒,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o/ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,佳,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,街,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,解,ɑ,白读～开,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,懈,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,涯,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,崖,e/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,捱,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,呆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,戴,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,胎,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,奤,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,态,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,贷,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,苔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,抬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,待,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,怠,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,殆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,代,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,袋,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,玳,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,黛,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,埭,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,逮,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,T,绐,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,N,乃,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,N,耐,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,L,来,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,再,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,採,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,才,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,材,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,财,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,在,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,该,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,改,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,概,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,溉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,开,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,凯,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,慨,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,咳,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,呆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,磑,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,K,碍,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,P,贝,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,P,狈,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,P,沛,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,带,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,太,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,泰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,大,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,汏,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,N,奈,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,L,赖,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,L,癞,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,盖,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,丐,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,艾,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,杯,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,辈,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,胚,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,坯,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,配,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,培,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,陪,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,赔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,裴,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,倍,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,佩,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,梅,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,枚,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,媒,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,煤,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,莓,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,玫,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,每,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,妹,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,M,昧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,堆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,对,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,碓,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,推,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,腿,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,退,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,颓,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,T,队,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,N,馁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,N,内,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,雷,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,儡,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,癗,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,累,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,擂,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,催,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,盔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,恢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,魁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,诙,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,傀,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,块,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,K,桅,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,T,兑,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,TS,最,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,会,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,刽,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,桧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,K,外,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
