point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吕叔湘1993
DY01,丹阳,太湖片-毗陵小片,,,豪,T,到,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,倒,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,滔,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,掏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,讨,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,套,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,桃,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,逃,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,淘,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,陶,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,萄,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,涛,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,道,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,稻,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,盗,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,导,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,蹈,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,N,脑,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,N,恼,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,劳,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,捞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,唠,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,牢,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,痨,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,老,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,佬,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,涝,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,遭,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,糟,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,早,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,枣,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,蚤,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,澡,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,藻,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,躁,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,灶,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,操,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,草,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,騲,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,糙,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,曹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,槽,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,皂,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,造,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,骚,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,臊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,嫂,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,燥,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,高,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,篙,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,羔,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,糕,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,稿,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,告,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,考,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,烤,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,拷,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,靠,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,犒,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,铐,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,㸆,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,熬,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,敖,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,鳌,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,傲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,鏊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,蒿,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,薅,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,耗,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,豪,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,壕,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,毫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,蠔,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,浩,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,爊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,袄,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,懊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,奥,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,懊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,澳,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,P,剖,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,某,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,亩,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,牡,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,母,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,拇,ə,文读,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,戊,u,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,茂,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,贸,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,兜,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,斗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,抖,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,陡,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,蚪,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,斗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,偷,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,敨,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,透,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,头,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,投,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,骰,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,豆,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,逗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,痘,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,脰,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,楼,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,搂,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,耧,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,娄,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,搂,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,篓,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,溇,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,漏,e,白读,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,陋,e,白读,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,走,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,奏,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,凑,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,叟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,嗽,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,勾,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,钩,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,沟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,狗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,苟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,垢,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,枸,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,彀,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,够,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,构,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,购,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,勾,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,抠,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,眍,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,口,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,叩,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,扣,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,寇,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,藕,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,偶,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,偶,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,吼,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,侯,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,喉,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,猴,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,瘊,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,後,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,厚,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,后,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,候,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,鲎,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,欧,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,瓯,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,区,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,鸥,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,呕,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,殴,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,沤,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,怄,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,拜,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,排,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,�,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,M,埋,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,L,攋,      ,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,䍉,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,箉,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,斋,æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,豺,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,皆,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,阶,ɑ/ie,文读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,稭,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,偕,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,介,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,界,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,芥,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,尬,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,疥,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,届,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,戒,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,庎,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,揩,ɑ/æ,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,楷,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,谐,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,骇,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,械,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,挨,æ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,摆,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,派,æ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,牌,ɑ/æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,簰,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,罢,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,稗,ɑ/æ,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,M,买,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,M,卖,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,N,奶,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,债,æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,钗,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,差, ɑ,文读（出～）,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,柴,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,筛,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,洒,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,晒,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,佳,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,街,ɑ/ie,文读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,懈,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,涯,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,崖,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,捱,ɑ/æ,/白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,鞋,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,蟹,ɑ/ie,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,矮,ɑ/æ,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,隘,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,呆,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,戴,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,胎,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,台,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,奤,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,态,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,贷,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,台,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,苔,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,抬,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,待,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,怠,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,殆,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,代,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,袋,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,玳,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,黛,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,埭,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,逮,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,T,绐,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,N,乃,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,N,耐,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,L,来,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,灾,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,栽,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,宰,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,载,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,再,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,载,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,猜,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,彩,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,採,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,睬,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,踩,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,菜,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,棌,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,才,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,材,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,财,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,裁,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,在,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,载,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,腮,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,鳃,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,赛,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,TS,塞,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,该,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,改,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,概,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,溉,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,开,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,凯,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,慨,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,咳,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,呆,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,磑,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,K,碍,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,海,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,孩,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,亥,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,哀,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,埃,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,唉,,,
DY01,丹阳,太湖片-毗陵小片,,,咍,Ø,爱,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,P,贝,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,P,狈,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,P,沛,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,带,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,太,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,泰,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,大,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,汏,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,N,奈,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,L,赖,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,L,癞,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,TS,蔡,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,盖,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,丐,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,艾,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,Ø,害,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,Ø,蔼,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,杯,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,辈,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,背,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,胚,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,坯,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,配,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,培,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,陪,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,赔,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,裴,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,倍,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,佩,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,P,背,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,梅,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,枚,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,媒,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,煤,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,莓,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,玫,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,每,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,妹,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,M,昧,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,堆,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,𠡒,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,对,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,碓,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,推,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,㷟,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,腿,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,退,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,颓,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,T,队,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,N,馁,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,N,内,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,雷,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,儡,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,癗,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,蕾,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,累,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,擂,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,L,𨀤,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,脧,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,催,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,崔,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,摧,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,罪,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,TS,碎,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,瑰,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,盔,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,恢,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,魁,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,诙,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,傀,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,块,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,K,桅,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,灰,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,贿,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,悔,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,晦,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,回,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,茴,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,蛔,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,徊,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,汇,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,溃,,,
DY01,丹阳,太湖片-毗陵小片,,,灰,Ø,煨,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,蜕,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,T,兑,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,TS,最,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,会,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,刽,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,桧,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,K,外,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,Ø,会,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,Ø,绘,,,
DY01,丹阳,太湖片-毗陵小片,,,泰,Ø,烩,,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,包,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,胞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,苞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,饱,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,豹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,爆,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,泡,ɔ,,
