point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,张惠英2009
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
