point_id,point_name,onset_class,chain_slot,phonetic_frequency
TC01,太仓沙溪, K,S1,"a(16), ia(4)"
TC01,太仓沙溪, K,S2,əu(25)
TC01,太仓沙溪, K,S3,"əu(24), u(5)"
TC01,太仓沙溪, M,S0,"a(2), ɛ(1)"
TC01,太仓沙溪, M,S1,"o(7), a(2)"
TC01,太仓沙溪, M,S2,o(5)
TC01,太仓沙溪, M,S3,"o(8), ɔ(1)"
TC01,太仓沙溪, N,S0,a(1)
TC01,太仓沙溪, N,S1,o(1)
TC01,太仓沙溪, N,S2,"əu(13), o(1), ɔ(1)"
TC01,太仓沙溪, N,S3,əu(16)
TC01,太仓沙溪, P,S0,a(8)
TC01,太仓沙溪, P,S1,"o(14), a(3)"
TC01,太仓沙溪, P,S2,u(11)
TC01,太仓沙溪, P,S3,u(21)
TC01,太仓沙溪, T,S2,"əu(16), a(3)"
TC01,太仓沙溪, T,S3,əu(21)
TC01,太仓沙溪, Ø,S0,"a(6), ɛ(3), iɪ(2)"
TC01,太仓沙溪, Ø,S1,"o(10), ia(4)"
TC01,太仓沙溪, Ø,S2,u(16)
TC01,太仓沙溪, Ø,S3,"u(19), əu(1)"
TC01,太仓沙溪,TS,S1,o(1)
TC01,太仓沙溪,TS,S2,"əu(12), o(2), i(1), u(1)"
TC01,太仓沙溪,TS,S3,"əu(11), o(1)"
TC01,太仓沙溪,TS*,S0,"a(7), o(2)"
TC01,太仓沙溪,TS*,S1,"o(18), a(2)"
TC02,太仓城厢, K,S0,"a(10), ia(7)"
TC02,太仓城厢, K,S1,"a(17), ia(4)"
TC02,太仓城厢, K,S2,əu(25)
TC02,太仓城厢, K,S3,"əu(21), u(8)"
TC02,太仓城厢, M,S0,a(2)
TC02,太仓城厢, M,S1,"o(8), a(1)"
TC02,太仓城厢, M,S2,o(6)
TC02,太仓城厢, M,S3,o(8)
TC02,太仓城厢, N,S0,a(1)
TC02,太仓城厢, N,S1,"a(1), o(1)"
TC02,太仓城厢, N,S2,"əu(15), a(2), o(2)"
TC02,太仓城厢, N,S3,əu(14)
TC02,太仓城厢, P,S0,a(8)
TC02,太仓城厢, P,S1,"o(17), a(1)"
TC02,太仓城厢, P,S2,u(12)
TC02,太仓城厢, P,S3,u(20)
TC02,太仓城厢, T,S2,"əu(17), a(3)"
TC02,太仓城厢, T,S3,əu(21)
TC02,太仓城厢, Ø,S0,"a(3), ᴇ(1)"
TC02,太仓城厢, Ø,S1,"o(10), ia(5), a(1)"
TC02,太仓城厢, Ø,S2,"u(16), o(2), əu(1), io(1)"
TC02,太仓城厢, Ø,S3,u(23)
TC02,太仓城厢,TS,S1,o(3)
TC02,太仓城厢,TS,S2,əu(11)
TC02,太仓城厢,TS,S3,"əu(13), o(1)"
TC02,太仓城厢,TS*,S0,"a(5), o(2)"
TC02,太仓城厢,TS*,S1,o(19)
TL01,桐庐镇, K,S0,"a(11), iɛ(5), ia(2)"
TL01,桐庐镇, K,S1,"uo(13), ia(1)"
TL01,桐庐镇, K,S2,"u(20), uo(3)"
TL01,桐庐镇, K,S3,u(25)
TL01,桐庐镇, M,S0,a(3)
TL01,桐庐镇, M,S1,"uo(5), a(2)"
TL01,桐庐镇, M,S2,u(4)
TL01,桐庐镇, M,S3,u(5)
TL01,桐庐镇, N,S0,a(1)
TL01,桐庐镇, N,S1,"a(1), u(1)"
TL01,桐庐镇, N,S2,"u(11), a(1), ɔ(1)"
TL01,桐庐镇, N,S3,u(12)
TL01,桐庐镇, P,S0,"a(7), uo(1)"
TL01,桐庐镇, P,S1,"uo(11), a(4)"
TL01,桐庐镇, P,S2,"u(7), a(1)"
TL01,桐庐镇, P,S3,u(17)
TL01,桐庐镇, T,S2,"u(14), a(2), ɛ(1)"
TL01,桐庐镇, T,S3,u(20)
TL01,桐庐镇, Ø,S0,"a(6), iɛ(1)"
TL01,桐庐镇, Ø,S1,"uo(9), ia(4), a(1)"
TL01,桐庐镇, Ø,S2,"u(14), uo(1)"
TL01,桐庐镇, Ø,S3,u(21)
TL01,桐庐镇,TS,S1,yo(2)
TL01,桐庐镇,TS,S2,u(11)
TL01,桐庐镇,TS,S3,u(12)
TL01,桐庐镇,TS*,S0,"a(6), yo(1)"
TL01,桐庐镇,TS*,S1,"yo(12), a(1)"
TX01,桐乡城区, K,S0,"a(10), ia(5)"
TX01,桐乡城区, K,S1,"a(11), ia(2)"
TX01,桐乡城区, K,S2,"u(12), o(1)"
TX01,桐乡城区, K,S3,u(17)
TX01,桐乡城区, M,S0,a(3)
TX01,桐乡城区, M,S1,"a(4), o(3)"
TX01,桐乡城区, M,S2,o(4)
TX01,桐乡城区, M,S3,o(4)
TX01,桐乡城区, N,S0,a(2)
TX01,桐乡城区, N,S1,"o(1), a(1)"
TX01,桐乡城区, N,S2,"u(9), a(2), o(1)"
TX01,桐乡城区, N,S3,u(8)
TX01,桐乡城区, P,S0,a(7)
TX01,桐乡城区, P,S1,"o(11), a(11)"
TX01,桐乡城区, P,S2,u(10)
TX01,桐乡城区, P,S3,u(15)
TX01,桐乡城区, T,S2,"u(8), a(2), o(2)"
TX01,桐乡城区, T,S3,u(16)
TX01,桐乡城区, Ø,S0,"a(3), iɛ(1), ɛ(1)"
TX01,桐乡城区, Ø,S1,"o(6), ia(2)"
TX01,桐乡城区, Ø,S2,"u(9), o(1)"
TX01,桐乡城区, Ø,S3,u(10)
TX01,桐乡城区,TS,S1,o(1)
TX01,桐乡城区,TS,S2,u(9)
TX01,桐乡城区,TS,S3,"u(11), o(1)"
TX01,桐乡城区,TS*,S0,"a(7), o(1)"
TX01,桐乡城区,TS*,S1,"o(15), a(6)"
WJ01,吴江市松陵, K,S0,"ɔ(9), iɔ(6)"
WJ01,吴江市松陵, K,S1,"ɔ(12), iɔ(4)"
WJ01,吴江市松陵, K,S2,"əu(18), o(1)"
WJ01,吴江市松陵, K,S3,"əu(20), u(3)"
WJ01,吴江市松陵, M,S0,"ɔ(2), ᴇ(1)"
WJ01,吴江市松陵, M,S1,"o(6), ɔ(1)"
WJ01,吴江市松陵, M,S2,o(4)
WJ01,吴江市松陵, M,S3,o(7)
WJ01,吴江市松陵, N,S0,ɔ(1)
WJ01,吴江市松陵, N,S1,"ɔ(1), o(1)"
WJ01,吴江市松陵, N,S2,"əu(8), ɔ(1)"
WJ01,吴江市松陵, N,S3,əu(15)
WJ01,吴江市松陵, P,S0,ɔ(8)
WJ01,吴江市松陵, P,S1,"o(9), ɔ(1)"
WJ01,吴江市松陵, P,S2,u(7)
WJ01,吴江市松陵, P,S3,u(15)
WJ01,吴江市松陵, T,S2,"əu(11), ɔ(1)"
WJ01,吴江市松陵, T,S3,əu(19)
WJ01,吴江市松陵, Ø,S0,"ɔ(6), ɪ(2)"
WJ01,吴江市松陵, Ø,S1,"o(10), iɔ(2), io(1)"
WJ01,吴江市松陵, Ø,S2,"u(8), əu(4), a(1)"
WJ01,吴江市松陵, Ø,S3,"u(11), əu(4)"
WJ01,吴江市松陵,TS,S1,o(2)
WJ01,吴江市松陵,TS,S2,əu(10)
WJ01,吴江市松陵,TS,S3,"əu(11), o(1)"
WJ01,吴江市松陵,TS*,S0,"ɔ(6), ᴇ(1), o(1)"
WJ01,吴江市松陵,TS*,S1,"o(13), ɔ(1)"
WJ02,吴江芦墟, K,S0,"ɔ(5), iɔ(4)"
WJ02,吴江芦墟, K,S1,ɔ(11)
WJ02,吴江芦墟, K,S2,əu(19)
WJ02,吴江芦墟, K,S3,əu(17)
WJ02,吴江芦墟, M,S0,ɔ(3)
WJ02,吴江芦墟, M,S1,o(4)
WJ02,吴江芦墟, M,S2,"o(1), əu(1)"
WJ02,吴江芦墟, M,S3,"o(3), əu(1)"
WJ02,吴江芦墟, N,S0,ɔ(1)
WJ02,吴江芦墟, N,S1,o(1)
WJ02,吴江芦墟, N,S2,əu(7)
WJ02,吴江芦墟, N,S3,əu(11)
WJ02,吴江芦墟, P,S0,ɔ(7)
WJ02,吴江芦墟, P,S1,o(9)
WJ02,吴江芦墟, P,S2,"u(5), o(2)"
WJ02,吴江芦墟, P,S3,u(14)
WJ02,吴江芦墟, T,S2,"əu(11), ɔ(1), o(1)"
WJ02,吴江芦墟, T,S3,əu(19)
WJ02,吴江芦墟, Ø,S0,"ɔ(4), iɔ(2)"
WJ02,吴江芦墟, Ø,S1,"o(9), iɔ(1)"
WJ02,吴江芦墟, Ø,S2,u(9)
WJ02,吴江芦墟, Ø,S3,"u(8), əu(1)"
WJ02,吴江芦墟,TS,S1,o(1)
WJ02,吴江芦墟,TS,S2,"əu(4), i(1)"
WJ02,吴江芦墟,TS,S3,əu(13)
WJ02,吴江芦墟,TS*,S0,ɔ(6)
WJ02,吴江芦墟,TS*,S1,"o(13), ɔ(1)"
WX01,无锡城区, K,S0,"a(12), ia(6)"
WX01,无锡城区, K,S1,"a(15), ia(6), u(1)"
WX01,无锡城区, K,S2,əɯ(22)
WX01,无锡城区, K,S3,"u(28), ŋ(1)"
WX01,无锡城区, M,S0,a(3)
WX01,无锡城区, M,S1,u(7)
WX01,无锡城区, M,S2,əɯ(5)
WX01,无锡城区, M,S3,"əɯ(7), ʌ(1)"
WX01,无锡城区, N,S0,a(1)
WX01,无锡城区, N,S1,əɯ(1)
WX01,无锡城区, N,S2,"əɯ(12), a(1), ʌ(1)"
WX01,无锡城区, N,S3,əɯ(15)
WX01,无锡城区, P,S0,a(8)
WX01,无锡城区, P,S1,"u(12), a(2)"
WX01,无锡城区, P,S2,əɯ(12)
WX01,无锡城区, P,S3,əɯ(19)
WX01,无锡城区, T,S2,"əɯ(16), a(1)"
WX01,无锡城区, T,S3,əɯ(20)
WX01,无锡城区, Ø,S0,"a(6), ia(3)"
WX01,无锡城区, Ø,S1,"u(8), ia(3), a(1)"
WX01,无锡城区, Ø,S2,"əɯ(15), u(1), yəʔ(1)"
WX01,无锡城区, Ø,S3,u(22)
WX01,无锡城区,TS,S1,əɯ(2)
WX01,无锡城区,TS,S2,əɯ(9)
WX01,无锡城区,TS,S3,əɯ(12)
WX01,无锡城区,TS*,S0,a(9)
WX01,无锡城区,TS*,S1,"əɯ(13), a(7), ia(1)"
WX02,吴县光福镇, K,S0,"a(9), ia(6)"
WX02,吴县光福镇, K,S1,"a(14), ia(4)"
WX02,吴县光福镇, K,S2,əu(26)
WX02,吴县光福镇, K,S3,əu(30)
WX02,吴县光福镇, M,S0,a(3)
WX02,吴县光福镇, M,S1,"o(4), a(2)"
WX02,吴县光福镇, M,S2,o(5)
WX02,吴县光福镇, M,S3,o(7)
WX02,吴县光福镇, N,S0,a(1)
WX02,吴县光福镇, N,S1,"æ(1), o(1)"
WX02,吴县光福镇, N,S2,əu(13)
WX02,吴县光福镇, N,S3,əu(15)
WX02,吴县光福镇, P,S0,"a(7), o(1)"
WX02,吴县光福镇, P,S1,"o(13), a(2)"
WX02,吴县光福镇, P,S2,u(11)
WX02,吴县光福镇, P,S3,u(16)
WX02,吴县光福镇, T,S2,"əu(16), a(1)"
WX02,吴县光福镇, T,S3,əu(20)
WX02,吴县光福镇, Ø,S0,"a(6), ɛ(2)"
WX02,吴县光福镇, Ø,S1,"o(8), io(5)"
WX02,吴县光福镇, Ø,S2,əu(16)
WX02,吴县光福镇, Ø,S3,əu(20)
WX02,吴县光福镇,TS,S2,əu(8)
WX02,吴县光福镇,TS,S3,"əu(11), o(1)"
WX02,吴县光福镇,TS*,S0,"a(5), o(2), ɛ(1)"
WX02,吴县光福镇,TS*,S1,"o(16), a(1)"
XC01,新昌城关, K,S0,"a(10), ia(4)"
XC01,新昌城关, K,S1,"o̞(11), ia(3), a(1)"
XC01,新昌城关, K,S2,"o(19), a(1)"
XC01,新昌城关, K,S3,u(26)
XC01,新昌城关, M,S0,"a(3), ɛ(1)"
XC01,新昌城关, M,S1,"o̞(5), o(1), a(1)"
XC01,新昌城关, M,S2,o(4)
XC01,新昌城关, M,S3,o(7)
XC01,新昌城关, N,S0,a(1)
XC01,新昌城关, N,S1,a(1)
XC01,新昌城关, N,S2,"o(8), a(2)"
XC01,新昌城关, N,S3,"u(13), o(1)"
XC01,新昌城关, P,S0,a(7)
XC01,新昌城关, P,S1,"o̞(10), a(1)"
XC01,新昌城关, P,S2,"o(8), ɛ(2), a(1)"
XC01,新昌城关, P,S3,u(16)
XC01,新昌城关, T,S2,"o(13), a(3), u(1)"
XC01,新昌城关, T,S3,u(21)
XC01,新昌城关, Ø,S0,"a(6), ia(1)"
XC01,新昌城关, Ø,S1,"o̞(7), ia(2)"
XC01,新昌城关, Ø,S2,o(16)
XC01,新昌城关, Ø,S3,u(8)
XC01,新昌城关,TS,S1,o̞(2)
XC01,新昌城关,TS,S2,"o(9), o̞(1)"
XC01,新昌城关,TS,S3,"u(11), o(2)"
XC01,新昌城关,TS*,S0,"a(7), o̞(1)"
XC01,新昌城关,TS*,S1,"o̞(12), a(1)"
XD01,新登下港, K,S0,"a(13), ie(3), ia(2), o(1), ai(1)"
XD01,新登下港, K,S1,"o(12), ia(4)"
XD01,新登下港, K,S2,"u(23), a(1), ɔ(1)"
XD01,新登下港, K,S3,u(25)
XD01,新登下港, M,S0,a(3)
XD01,新登下港, M,S1,"o(7), a(1)"
XD01,新登下港, M,S2,u(5)
XD01,新登下港, M,S3,u(6)
XD01,新登下港, N,S0,"a(2), ɛ(1)"
XD01,新登下港, N,S1,a(1)
XD01,新登下港, N,S2,"u(11), ɔ(2), a(1)"
XD01,新登下港, N,S3,u(14)
XD01,新登下港, P,S0,"a(6), o(1)"
XD01,新登下港, P,S1,"o(12), a(1)"
XD01,新登下港, P,S2,"u(9), ɛ(2), a(1)"
XD01,新登下港, P,S3,u(19)
XD01,新登下港, T,S2,"u(17), a(2)"
XD01,新登下港, T,S3,u(20)
XD01,新登下港, Ø,S0,"a(6), ɛ(1), ia(1)"
XD01,新登下港, Ø,S1,"o(9), ia(4), ua(1)"
XD01,新登下港, Ø,S2,"u(17), o(1)"
XD01,新登下港, Ø,S3,u(20)
XD01,新登下港,TS,S1,yo(2)
XD01,新登下港,TS,S2,u(14)
XD01,新登下港,TS,S3,u(14)
XD01,新登下港,TS*,S0,"ia(6), yo(1)"
XD01,新登下港,TS*,S1,"yo(14), a(2), ia(1)"
XH02,萧山城厢, K,S0,"a(13), ia(5)"
XH02,萧山城厢, K,S1,"o(15), ia(2), io(1)"
XH02,萧山城厢, K,S2,o(15)
XH02,萧山城厢, K,S3,u(26)
XH02,萧山城厢, M,S0,a(3)
XH02,萧山城厢, M,S1,o(7)
XH02,萧山城厢, M,S2,o(4)
XH02,萧山城厢, M,S3,o(7)
XH02,萧山城厢, N,S0,a(1)
XH02,萧山城厢, N,S1,"a(1), o(1)"
XH02,萧山城厢, N,S2,"o(11), a(2), u(1)"
XH02,萧山城厢, N,S3,"u(14), o(1)"
XH02,萧山城厢, P,S0,"a(6), o(1)"
XH02,萧山城厢, P,S1,"o(12), a(2)"
XH02,萧山城厢, P,S2,"o(11), a(1)"
XH02,萧山城厢, P,S3,u(17)
XH02,萧山城厢, T,S2,"o(16), a(2)"
XH02,萧山城厢, T,S3,u(20)
XH02,萧山城厢, Ø,S0,"a(5), ia(3), e(1)"
XH02,萧山城厢, Ø,S1,"o(10), io(5)"
XH02,萧山城厢, Ø,S2,"o(12), u(4)"
XH02,萧山城厢, Ø,S3,"u(22), o(1)"
XH02,萧山城厢,TS,S1,o(2)
XH02,萧山城厢,TS,S2,o(12)
XH02,萧山城厢,TS,S3,"u(11), o(1)"
XH02,萧山城厢,TS*,S0,"a(8), o(1)"
XH02,萧山城厢,TS*,S1,"o(13), a(5)"
XS01,象山丹城, K,S0,"a(14), ia(2)"
XS01,象山丹城, K,S1,"o(13), ia(4)"
XS01,象山丹城, K,S2,"o(14), u(9)"
XS01,象山丹城, K,S3,u(26)
XS01,象山丹城, M,S0,"a(3), ɛ(1)"
XS01,象山丹城, M,S1,"o(6), a(2)"
XS01,象山丹城, M,S2,o(4)
XS01,象山丹城, M,S3,o(7)
XS01,象山丹城, N,S0,a(2)
XS01,象山丹城, N,S1,a(1)
XS01,象山丹城, N,S2,"o(12), a(2), u(1)"
XS01,象山丹城, N,S3,"u(15), o(1)"
XS01,象山丹城, P,S0,a(7)
XS01,象山丹城, P,S1,"o(12), a(1)"
XS01,象山丹城, P,S2,o(10)
XS01,象山丹城, P,S3,u(21)
XS01,象山丹城, T,S2,"o(15), a(2)"
XS01,象山丹城, T,S3,u(20)
XS01,象山丹城, Ø,S0,"a(6), ia(1)"
XS01,象山丹城, Ø,S1,"o(8), ia(3), a(1)"
XS01,象山丹城, Ø,S2,"o(12), u(2)"
XS01,象山丹城, Ø,S3,u(22)
XS01,象山丹城,TS,S1,o(2)
XS01,象山丹城,TS,S2,o(10)
XS01,象山丹城,TS,S3,"u(11), o(2)"
XS01,象山丹城,TS*,S0,"a(6), o(1)"
XS01,象山丹城,TS*,S1,"o(17), a(3)"
XS03,萧山南阳镇, K,S0,"a(9), ia(1)"
XS03,萧山南阳镇, K,S1,"o(13), ia(6)"
XS03,萧山南阳镇, K,S2,"o(15), u(5)"
XS03,萧山南阳镇, K,S3,u(23)
XS03,萧山南阳镇, M,S0,a(2)
XS03,萧山南阳镇, M,S1,"o(6), a(1)"
XS03,萧山南阳镇, M,S2,o(4)
XS03,萧山南阳镇, M,S3,o(1)
XS03,萧山南阳镇, N,S0,a(1)
XS03,萧山南阳镇, N,S1,o(1)
XS03,萧山南阳镇, N,S2,o(11)
XS03,萧山南阳镇, N,S3,u(13)
XS03,萧山南阳镇, P,S0,a(6)
XS03,萧山南阳镇, P,S1,"o(9), a(1)"
XS03,萧山南阳镇, P,S2,o(8)
XS03,萧山南阳镇, P,S3,u(18)
XS03,萧山南阳镇, T,S2,"o(12), u(1)"
XS03,萧山南阳镇, T,S3,u(19)
XS03,萧山南阳镇, Ø,S0,a(5)
XS03,萧山南阳镇, Ø,S1,o(7)
XS03,萧山南阳镇, Ø,S2,"o(8), u(4)"
XS03,萧山南阳镇, Ø,S3,u(20)
XS03,萧山南阳镇,TS,S1,o(1)
XS03,萧山南阳镇,TS,S2,o(8)
XS03,萧山南阳镇,TS,S3,"u(9), o(2)"
XS03,萧山南阳镇,TS*,S0,a(6)
XS03,萧山南阳镇,TS*,S1,"o(15), a(3)"
XZ01,莘庄, K,S0,"ᴀ(7), iᴀ(4)"
XZ01,莘庄, K,S1,"ᴀ(12), iᴀ(4)"
XZ01,莘庄, K,S2,"u(17), ɤ(1), o(1)"
XZ01,莘庄, K,S3,u(22)
XZ01,莘庄, M,S0,ᴀ(3)
XZ01,莘庄, M,S1,"o(5), ᴀ(1)"
XZ01,莘庄, M,S2,o(4)
XZ01,莘庄, M,S3,o(6)
XZ01,莘庄, N,S0,ᴀ(1)
XZ01,莘庄, N,S1,"o(1), ɛ(1)"
XZ01,莘庄, N,S2,u(7)
XZ01,莘庄, N,S3,u(10)
XZ01,莘庄, P,S0,ᴀ(7)
XZ01,莘庄, P,S1,"o(8), ᴀ(1)"
XZ01,莘庄, P,S2,u(5)
XZ01,莘庄, P,S3,u(14)
XZ01,莘庄, T,S2,"u(7), ᴀ(2)"
XZ01,莘庄, T,S3,u(20)
XZ01,莘庄, Ø,S0,ᴀ(6)
XZ01,莘庄, Ø,S1,"iᴀ(5), ɔ(5), o(3)"
XZ01,莘庄, Ø,S2,u(11)
XZ01,莘庄, Ø,S3,u(11)
XZ01,莘庄,TS,S1,o(1)
XZ01,莘庄,TS,S2,"u(7), o(1)"
XZ01,莘庄,TS,S3,"u(11), o(1)"
XZ01,莘庄,TS*,S0,"ᴀ(8), o(2), e(1)"
XZ01,莘庄,TS*,S1,"o(10), ᴀ(1)"
YQ01,於潜, K,S0,"a(9), ia(2)"
YQ01,於潜, K,S1,"ia(14), uo(5)"
YQ01,於潜, K,S2,u(22)
YQ01,於潜, K,S3,u(25)
YQ01,於潜, M,S0,a(3)
YQ01,於潜, M,S1,uo(8)
YQ01,於潜, M,S2,u(4)
YQ01,於潜, M,S3,u(7)
YQ01,於潜, N,S0,a(1)
YQ01,於潜, N,S1,a(1)
YQ01,於潜, N,S2,"u(10), o(1), a(1)"
YQ01,於潜, N,S3,u(14)
YQ01,於潜, P,S0,"a(7), uo(1)"
YQ01,於潜, P,S1,uo(13)
YQ01,於潜, P,S2,"u(9), a(1)"
YQ01,於潜, P,S3,u(19)
YQ01,於潜, T,S2,"u(17), a(2)"
YQ01,於潜, T,S3,u(21)
YQ01,於潜, Ø,S0,a(5)
YQ01,於潜, Ø,S1,"uo(9), ia(3), a(1)"
YQ01,於潜, Ø,S2,u(13)
YQ01,於潜, Ø,S3,u(19)
YQ01,於潜,TS,S1,uo(2)
YQ01,於潜,TS,S2,"u(11), o(1)"
YQ01,於潜,TS,S3,u(13)
YQ01,於潜,TS*,S0,"a(7), uo(1)"
YQ01,於潜,TS*,S1,"uo(12), a(6)"
YX01,宜兴, K,S0,"ia(9), a(6), o(1)"
YX01,宜兴, K,S1,"o(13), io(6)"
YX01,宜兴, K,S2,ɷ(25)
YX01,宜兴, K,S3,"u(24), ŋ(2)"
YX01,宜兴, M,S0,a(3)
YX01,宜兴, M,S1,o(5)
YX01,宜兴, M,S2,au(2)
YX01,宜兴, M,S3,"ɷ(4), au(3)"
YX01,宜兴, N,S0,a(1)
YX01,宜兴, N,S1,o(1)
YX01,宜兴, N,S2,"ɷ(10), o(1), au(1)"
YX01,宜兴, N,S3,u(15)
YX01,宜兴, P,S0,a(6)
YX01,宜兴, P,S1,"o(11), a(1)"
YX01,宜兴, P,S2,"au(8), oʔ(1)"
YX01,宜兴, P,S3,u(19)
YX01,宜兴, T,S2,"ɷ(15), o(1)"
YX01,宜兴, T,S3,u(20)
YX01,宜兴, Ø,S0,"ia(3), a(3), ɛ(1)"
YX01,宜兴, Ø,S1,"o(9), io(5)"
YX01,宜兴, Ø,S2,ɷ(17)
YX01,宜兴, Ø,S3,"u(17), oʔ(1)"
YX01,宜兴,TS,S1,o(2)
YX01,宜兴,TS,S2,"ɷ(9), o(1)"
YX01,宜兴,TS,S3,"u(11), ɷ(2)"
YX01,宜兴,TS*,S0,"a(6), o(2)"
YX01,宜兴,TS*,S1,"o(17), a(1)"
YX02, 鄞县中区, K,S0,"a(11), ie(4), ia(1)"
YX02, 鄞县中区, K,S1,"o(16), ia(1)"
YX02, 鄞县中区, K,S2,"əu(23), o(1)"
YX02, 鄞县中区, K,S3,u(22)
YX02, 鄞县中区, M,S0,"a(3), e(1)"
YX02, 鄞县中区, M,S1,"o(6), a(1)"
YX02, 鄞县中区, M,S2,əu(4)
YX02, 鄞县中区, M,S3,"əu(7), u(2)"
YX02, 鄞县中区, N,S0,a(1)
YX02, 鄞县中区, N,S2,"əu(9), o(1)"
YX02, 鄞县中区, N,S3,"u(14), əu(1)"
YX02, 鄞县中区, P,S0,"a(7), o(2)"
YX02, 鄞县中区, P,S1,"o(11), a(1)"
YX02, 鄞县中区, P,S2,əu(11)
YX02, 鄞县中区, P,S3,u(17)
YX02, 鄞县中区, T,S2,"əu(12), o(3), a(1)"
YX02, 鄞县中区, T,S3,u(20)
YX02, 鄞县中区, Ø,S0,"a(7), ie(2)"
YX02, 鄞县中区, Ø,S1,"o(10), ia(1)"
YX02, 鄞县中区, Ø,S2,əu(16)
YX02, 鄞县中区, Ø,S3,u(19)
YX02, 鄞县中区,TS,S1,o(2)
YX02, 鄞县中区,TS,S2,əu(10)
YX02, 鄞县中区,TS,S3,"u(11), əu(2)"
YX02, 鄞县中区,TS*,S0,a(7)
YX02, 鄞县中区,TS*,S1,"o(13), a(1)"
YY01,余姚城关, K,S0,"a(14), ia(3)"
YY01,余姚城关, K,S1,"o(14), ia(3), io(1)"
YY01,余姚城关, K,S2,"ou(22), o(1)"
YY01,余姚城关, K,S3,"u(20), ou(3), ŋ(3), o(1)"
YY01,余姚城关, M,S0,a(3)
YY01,余姚城关, M,S1,"o(8), a(2)"
YY01,余姚城关, M,S2,"ou(5), o(1)"
YY01,余姚城关, M,S3,ou(7)
YY01,余姚城关, N,S0,a(2)
YY01,余姚城关, N,S2,ou(11)
YY01,余姚城关, N,S3,u(16)
YY01,余姚城关, P,S0,a(8)
YY01,余姚城关, P,S1,"o(16), a(1)"
YY01,余姚城关, P,S2,"ou(7), a(1)"
YY01,余姚城关, P,S3,u(17)
YY01,余姚城关, T,S2,"ou(15), a(3)"
YY01,余姚城关, T,S3,u(20)
YY01,余姚城关, Ø,S0,a(7)
YY01,余姚城关, Ø,S1,"o(11), ia(1)"
YY01,余姚城关, Ø,S2,ou(17)
YY01,余姚城关, Ø,S3,u(21)
YY01,余姚城关,TS,S1,o(2)
YY01,余姚城关,TS,S2,"ou(11), o(1)"
YY01,余姚城关,TS,S3,"ɥ(9), ou(3)"
YY01,余姚城关,TS*,S0,a(9)
YY01,余姚城关,TS*,S1,o(18)
ZJ01,诸暨城关, K,S0,"a(9), ia(2)"
ZJ01,诸暨城关, K,S1,"o(10), ia(6)"
ZJ01,诸暨城关, K,S2,"ɔi(19), a(1)"
ZJ01,诸暨城关, K,S3,u(18)
ZJ01,诸暨城关, M,S0,a(2)
ZJ01,诸暨城关, M,S1,"o(5), a(1)"
ZJ01,诸暨城关, M,S2,ɔi(5)
ZJ01,诸暨城关, M,S3,ɔi(5)
ZJ01,诸暨城关, N,S0,a(1)
ZJ01,诸暨城关, N,S1,ɔi(1)
ZJ01,诸暨城关, N,S2,ɔi(7)
ZJ01,诸暨城关, N,S3,u(10)
ZJ01,诸暨城关, P,S0,a(5)
ZJ01,诸暨城关, P,S1,"o(8), a(6)"
ZJ01,诸暨城关, P,S2,"ɔi(11), a(1)"
ZJ01,诸暨城关, P,S3,u(15)
ZJ01,诸暨城关, T,S2,"ɔi(13), a(1), u(1)"
ZJ01,诸暨城关, T,S3,u(20)
ZJ01,诸暨城关, Ø,S0,"a(6), ia(1)"
ZJ01,诸暨城关, Ø,S1,"o(7), ia(2), io(1)"
ZJ01,诸暨城关, Ø,S2,ɔi(12)
ZJ01,诸暨城关, Ø,S3,"u(8), ɔi(1)"
ZJ01,诸暨城关,TS,S1,o(2)
ZJ01,诸暨城关,TS,S2,"ɔi(7), o(2), a(1)"
ZJ01,诸暨城关,TS,S3,"u(10), ɔi(2)"
ZJ01,诸暨城关,TS*,S0,"a(9), o(1)"
ZJ01,诸暨城关,TS*,S1,"o(12), a(4)"
ZJ02,诸暨璜山镇, K,S0,"a(11), ia(5), iʊ(1)"
ZJ02,诸暨璜山镇, K,S1,"ʊ(14), ia(1)"
ZJ02,诸暨璜山镇, K,S2,ɤɯ(26)
ZJ02,诸暨璜山镇, K,S3,u(28)
ZJ02,诸暨璜山镇, M,S0,a(2)
ZJ02,诸暨璜山镇, M,S1,"ʊ(5), a(2)"
ZJ02,诸暨璜山镇, M,S2,ɤɯ(4)
ZJ02,诸暨璜山镇, M,S3,ɤɯ(7)
ZJ02,诸暨璜山镇, N,S0,a(2)
ZJ02,诸暨璜山镇, N,S1,"ʊ(1), a(1)"
ZJ02,诸暨璜山镇, N,S2,ɤɯ(7)
ZJ02,诸暨璜山镇, N,S3,u(16)
ZJ02,诸暨璜山镇, P,S0,a(6)
ZJ02,诸暨璜山镇, P,S1,"ʊ(12), a(4)"
ZJ02,诸暨璜山镇, P,S2,ɤɯ(9)
ZJ02,诸暨璜山镇, P,S3,u(19)
ZJ02,诸暨璜山镇, T,S2,"ɤɯ(12), a(3)"
ZJ02,诸暨璜山镇, T,S3,u(21)
ZJ02,诸暨璜山镇, Ø,S0,"a(6), ie(1), ia(1)"
ZJ02,诸暨璜山镇, Ø,S1,"ʊ(8), iʊ(2), ia(2)"
ZJ02,诸暨璜山镇, Ø,S2,ɤɯ(11)
ZJ02,诸暨璜山镇, Ø,S3,u(17)
