point_id,point_name,onset_class,S0,S1,S2,S3
LY01,溧阳,TS,ᴀ(7),o(8),ʌɯ(6),u(7)
LY01,溧阳,Ø,"ᴀ(6), ie(1)","o(4), io(3)","ʌɯ(10), io(1)",u(7)
MH01,闵行,K,"a(10), ia(1)","a(11), ia(4)","u(17), ŋ(1), ɤ(1)",u(25)
MH01,闵行,M,a(3),o(6),o(4),"o(4), u(1)"
MH01,闵行,N,,,u(8),u(12)
MH01,闵行,P,a(6),"o(7), a(2), ɑ(1), ɛ(1)",u(8),u(17)
MH01,闵行,T,,,u(14),u(20)
MH01,闵行,TS,"a(7), o(1)","o(11), a(1)",u(6),"u(11), o(1)"
MH01,闵行,Ø,a(5),"ɔ(4), ia(3), o(2)","u(10), y(1)",u(15)
NB01,宁波市区,K,"a(14), ia(1), ie(1)","o(11), yo(3), ia(1)","əu(17), a(1), ia(1), ie(1), o(1)",u(19)
NB01,宁波市区,M,a(3),"o(3), a(2)",əu(4),əu(3)
NB01,宁波市区,N,,,"əu(11), a(2), o(2)",u(12)
NB01,宁波市区,P,a(5),"o(13), a(1)","əu(5), ø(1)",u(16)
NB01,宁波市区,T,,,"əu(10), o(3), a(2), u(1)",u(19)
NB01,宁波市区,TS,"a(7), o(1)","o(14), a(1)","əu(8), o(1)","u(9), əu(2)"
NB01,宁波市区,Ø,"a(6), ie(2)","o(7), yo(5), ia(3), a(1), uo(1)","əu(13), u(3), o(1)",u(18)
NH01,南汇惠南镇,K,"a(6), ia(6), ɛ(1)",a(14),"u(21), a(1), o(1), ɔ(1)",u(24)
NH01,南汇惠南镇,M,a(3),"o(6), a(1)",u(4),u(6)
NH01,南汇惠南镇,N,,,"u(6), a(2), ɔ(1)",u(12)
NH01,南汇惠南镇,P,a(7),"o(6), a(2)",u(8),u(17)
NH01,南汇惠南镇,T,,,"u(13), a(2)",u(19)
NH01,南汇惠南镇,TS,"a(7), o(1), ɛ(1)","o(14), a(7)",u(10),"u(13), o(1)"
NH01,南汇惠南镇,Ø,"a(5), ɛ(4)","o(6), ɔ(5), ia(4)","u(11), iu(1)",u(14)
NT01,南通金沙镇,K,æ(5),"uo(6), iɑ(5), u(2)","ɤɯ(14), iɑ(1)",u(11)
NT01,南通金沙镇,M,"æ(3), ɑ(2)","o(2), uo(1)",ɤɯ(1),u(5)
NT01,南通金沙镇,N,,,"ɤɯ(8), ɑ(2)","u(4), ɤɯ(3)"
NT01,南通金沙镇,P,æ(4),"o(5), uo(3)",ɤɯ(4),u(8)
NT01,南通金沙镇,T,,,"ɤɯ(7), ɑ(2)",u(9)
NT01,南通金沙镇,TS,"æ(5), ɑ(1)","o(5), uo(5)",ɤɯ(6),"u(8), ɤɯ(2)"
NT01,南通金沙镇,Ø,æ(8),"iɑ(5), uo(5), u(4)","ɤɯ(13), iɑʔ(1), yæ(1), ɑ(1)",u(9)
PB01,彭埠镇,K,"a(6), ia(3)","o(8), ia(3)","o(14), u(5)",u(24)
PB01,彭埠镇,M,a(3),"o(6), a(1)",o(4),o(3)
PB01,彭埠镇,N,,,o(13),u(14)
PB01,彭埠镇,P,a(6),"o(11), a(1)","o(10), a(1)",u(15)
PB01,彭埠镇,T,,,"o(12), u(1), ø(1)",u(21)
PB01,彭埠镇,TS,"a(3), o(2)","o(11), a(1)",o(7),"u(8), o(3)"
PB01,彭埠镇,Ø,a(4),"o(6), ia(4)","o(8), u(5)",u(19)
PH01,平湖城关,K,a(13),a(15),"u(19), a(1)",u(24)
PH01,平湖城关,M,a(3),"o(6), a(1)",o(4),o(6)
PH01,平湖城关,N,,,u(9),u(10)
PH01,平湖城关,P,a(7),"o(9), a(2)",u(9),u(15)
PH01,平湖城关,T,,,"u(10), a(2)",u(18)
PH01,平湖城关,TS,a(8),o(16),u(12),u(13)
PH01,平湖城关,Ø,a(3),"o(9), ia(1)",u(14),u(17)
QD01,启东吕四,K,"a(9), ia(7), ɛ(1)","yo(8), ia(4), o(3), a(1)","ɤ(22), ia(1)",u(27)
QD01,启东吕四,M,a(3),"ɤ(6), a(1)",ɤ(5),ɤ(7)
QD01,启东吕四,N,,,"ɤ(11), a(1)","u(12), ɤ(3)"
QD01,启东吕四,P,"a(7), ɛ(1)","ɤ(12), a(1)",ɤ(10),u(17)
QD01,启东吕四,T,,,"ɤ(13), a(2)",u(20)
QD01,启东吕四,TS,"a(5), yo(2), ɛ(1)",yo(16),ɤ(12),"u(10), ɤ(3)"
QD01,启东吕四,Ø,"a(5), ɛ(2)","o(9), ia(6), yo(1)","ɤ(15), y(1), yo(1)",u(16)
QP01,青浦商榻,K,"ɒ(10), iɒ(6)","ɒ(12), iɒ(4)","əu(22), ɒ(2), iəu(1)","əu(18), u(4), ʊ(1)"
QP01,青浦商榻,M,ɒ(3),"ʊ(7), ɒ(2)",ʊ(4),"əu(3), ʊ(3)"
QP01,青浦商榻,N,,,"əu(9), ɒ(3), ɐ(1), ʊ(1)","əu(14), iøʔ(1), ʊ(1)"
QP01,青浦商榻,P,ɒ(7),"ʊ(12), ɒ(3)",u(9),u(18)
QP01,青浦商榻,T,,,"əu(11), ɒ(4), ʊ(3)",əu(20)
QP01,青浦商榻,TS,"ɒ(6), ʊ(2), ɛ(1)","ʊ(16), iɒ(1), ɒ(1)",əu(11),"əu(11), ʊ(1)"
QP01,青浦商榻,Ø,"ɒ(6), ɛ(1)","ʊ(10), iɒ(5)","u(14), iəu(1), ʊ(1)","u(20), əu(1)"
SH01,上海市区,K,"ᴀ(15), iᴀ(3)","ᴀ(18), iᴀ(2)","u(27), ᴀ(1)",u(31)
SH01,上海市区,M,ᴀ(3),"o(6), ᴀ(1)","o(5), u(5)","o(7), u(7), ɔ(1)"
SH01,上海市区,N,,,"u(11), ᴀ(3), o(2)",u(16)
SH01,上海市区,P,ᴀ(7),"o(14), ᴀ(1)",u(11),u(18)
SH01,上海市区,T,,,"u(19), ᴀ(2)",u(21)
SH01,上海市区,TS,"ᴀ(7), o(2), ᴇ(2)","o(20), ᴀ(2)","u(13), o(2), i(1)",u(13)
SH01,上海市区,Ø,"ᴀ(6), ᴇ(3), iᴇ(1)","o(10), iᴀ(5)",u(18),u(22)
SJ01,松江镇,K,"ɑ(13), iɑ(5), e(1), iɛ(1)","ɑ(18), iɑ(1), u(1)","u(26), ɑ(1), ɔ(1)",u(29)
SJ01,松江镇,M,ɑ(3),"o(7), ɑ(4)",o(6),"o(8), ɔ(2)"
SJ01,松江镇,N,,,"u(14), ɑ(3), o(2), ɔ(1)",u(17)
SJ01,松江镇,P,"ɑ(7), ɛ(1)","o(15), ɑ(7)",u(11),u(21)
SJ01,松江镇,T,,,"u(17), ɑ(4), o(1)",u(21)
SJ01,松江镇,TS,"ɑ(9), o(2)","o(19), ɑ(3)","u(12), o(1)","u(14), o(1)"
SJ01,松江镇,Ø,"ɑ(6), iɛ(3)","iɑ(14), o(6), ɔ(5), ɑ(1)","u(16), iu(1)",u(22)
SJ02,泗泾,K,"ɑ(8), iɑ(2)","ɑ(12), iɑ(4)","əu(18), u(1), ɑ(1)","əu(14), u(9)"
SJ02,泗泾,M,ɑ(3),"o(5), ɑ(1)",u(5),o(6)
SJ02,泗泾,N,,,u(6),u(10)
SJ02,泗泾,P,"ɑ(7), o(1)","o(8), ɑ(1)",u(5),u(14)
SJ02,泗泾,T,,,"u(7), ɑ(2)",u(20)
SJ02,泗泾,TS,"ɑ(6), o(2)","o(11), ɑ(1)","u(8), i(1)","u(10), o(1)"
SJ02,泗泾,Ø,ɑ(6),"o(6), iɑ(3)",u(12),u(11)
SL01,三林,K,"ᴀ(6), iᴀ(4)","ᴀ(14), iᴀ(2)","u(17), o(1), ɤ(1), ᴀ(1)",u(23)
SL01,三林,M,ᴀ(3),"o(5), ᴀ(1)",u(5),u(6)
SL01,三林,N,,,u(6),u(10)
SL01,三林,P,ᴀ(7),"o(8), ᴀ(1)",u(5),u(14)
SL01,三林,T,,,"u(7), ᴀ(2)",u(20)
SL01,三林,TS,"ᴀ(6), o(2), e(1)","iɔ(9), o(2), ᴀ(1)",u(8),"u(10), o(1)"
SL01,三林,Ø,ᴀ(6),"ɔ(4), iᴀ(3), o(2)",u(12),u(11)
SX01,绍兴城区东头埭,K,"a(14), ia(4), io(1)","o(16), a(1)","o(21), u(6), a(1)",u(32)
SX01,绍兴城区东头埭,M,a(3),"o(8), a(2)",o(6),"u(7), o(6), ɒ(1)"
SX01,绍兴城区东头埭,N,,,"o(15), a(2)","u(16), o(4)"
SX01,绍兴城区东头埭,P,"a(7), o(2)","o(14), a(1)","o(12), a(1)",u(21)
SX01,绍兴城区东头埭,T,,,"o(18), a(3)",u(21)
SX01,绍兴城区东头埭,TS,"a(8), o(1)","o(17), a(1)","o(15), ia(1)","u(12), o(3)"
SX01,绍兴城区东头埭,Ø,"a(6), ia(1), ieʔ(1), iia(1)","o(13), io(3)","o(14), u(8), y(1)",u(25)
SY02,上虞百官镇,K,"ɐ(8), iɐ(7)","o(14), iɐ(1)","o(15), u(7), iɐ(1)",u(25)
SY02,上虞百官镇,M,ɐ(3),o(6),o(5),u(6)
SY02,上虞百官镇,N,,,"o(13), ɐ(2)",u(15)
SY02,上虞百官镇,P,ɐ(8),"o(9), ɐ(3)","o(11), ɐ(1)",u(19)
SY02,上虞百官镇,T,,,"o(14), ɐ(3)",u(20)
SY02,上虞百官镇,TS,"ɐ(6), o(1)","o(15), ɐ(2)","o(11), iɐ(1), ɐ(1)","y(10), o(1)"
SY02,上虞百官镇,Ø,"ɐ(7), iɐ(2), ᴇ(2)","o(10), iɐ(1)","o(10), uo(2), u(1), y(1), ɐ(1)",u(21)
SZ01,苏州城区,K,"ɑ(12), iɑ(5), ɪ(2)","ɑ(16), iɑ(3)","əu(24), ɑ(1)",əu(25)
SZ01,苏州城区,M,"ɑ(3), ᴇ(1)","o(7), ɑ(2)",o(5),o(7)
SZ01,苏州城区,N,,,"əu(10), ɑ(3), o(1)",əu(15)
SZ01,苏州城区,P,"ɑ(8), o(1)","o(14), ɑ(3)",v(11),v(20)
SZ01,苏州城区,T,,,"əu(18), ɑ(4)",əu(21)
SZ01,苏州城区,TS,"ɑ(7), o(2), ᴇ(1)",o(17),"əu(12), i(1), o(1)","əu(11), o(1)"
SZ01,苏州城区,Ø,"ɑ(5), ɪ(2), uᴇ(1), ᴇ(1)","o(10), io(5), iɑ(5)","əu(17), io(1)",əu(22)
SZ02,嵊州长乐,K,"a(11), ia(2), iɔ(1), iᴇ(1)","ɔ(13), iɔ(1)","o(24), a(2), ia(1)",u(26)
SZ02,嵊州长乐,M,a(3),"ɔ(7), a(1)",o(4),o(7)
SZ02,嵊州长乐,N,,,"o(13), a(2)","u(13), o(1)"
SZ02,嵊州长乐,P,a(8),"ɔ(11), a(1)","o(7), a(1), ɔ(1)",u(20)
SZ02,嵊州长乐,T,,,"o(14), a(3), ɔ(2)",u(20)
SZ02,嵊州长乐,TS,"a(7), i(1)","ɔ(16), a(4)","ɔ(7), o(6)","u(10), o(3)"
SZ02,嵊州长乐,Ø,"a(6), ia(1), ᴇ(1)","ɔ(8), iɔ(2)",o(16),u(20)
SZ03,嵊州崇仁镇,K,a(14),ɤ(16),"ɤ(23), a(1)",u(26)
SZ03,嵊州崇仁镇,M,a(2),"ɤ(3), a(1)",ɤ(5),u(7)
SZ03,嵊州崇仁镇,N,,,"ɤ(13), a(2)",u(14)
SZ03,嵊州崇仁镇,P,a(8),ɤ(13),ɤ(11),u(17)
SZ03,嵊州崇仁镇,T,,,"ɤ(15), a(3)",u(20)
SZ03,嵊州崇仁镇,TS,"a(8), e(1)",ɤ(18),ɤ(8),u(13)
SZ03,嵊州崇仁镇,Ø,a(7),ɤ(11),ɤ(17),u(19)
TC01,太仓沙溪,K,"a(11), ia(5), iɪ(2)","a(16), ia(4)","əu(25), a(1)","əu(24), u(5)"
TC01,太仓沙溪,M,"a(2), ɛ(1)","o(7), a(2)",o(5),"o(8), ɔ(1)"
TC01,太仓沙溪,N,,,"əu(13), o(1), ɔ(1)",əu(16)
TC01,太仓沙溪,P,a(8),"o(14), a(3)",u(11),u(21)
TC01,太仓沙溪,T,,,"əu(16), a(3)",əu(21)
TC01,太仓沙溪,TS,"a(7), o(2)","o(19), a(2)","əu(12), o(2), i(1), u(1)","əu(11), o(1)"
TC01,太仓沙溪,Ø,"a(6), ɛ(3), iɪ(2)","o(10), ia(4)","u(16), iɔ(1)","u(19), əu(1)"
TC02,太仓城厢,K,"a(10), ia(7)","a(17), ia(4)","əu(25), a(1)","əu(21), u(8)"
TC02,太仓城厢,M,a(2),"o(8), a(1)",o(6),o(8)
TC02,太仓城厢,N,,,"əu(15), a(2), o(2)",əu(14)
TC02,太仓城厢,P,a(8),"o(17), a(1)",u(12),u(20)
TC02,太仓城厢,T,,,"əu(17), a(3)",əu(21)
TC02,太仓城厢,TS,"a(5), o(2)",o(22),əu(11),"əu(13), o(1)"
TC02,太仓城厢,Ø,"a(3), ᴇ(1)","o(10), ia(5), a(1)","u(16), o(2), io(1), ui(1), əu(1)",u(23)
TL01,桐庐镇,K,"a(11), iɛ(5), ia(2)","uo(13), ia(1)","u(20), uo(3), ia(1)",u(25)
TL01,桐庐镇,M,a(3),"uo(5), a(2)",u(4),u(5)
TL01,桐庐镇,N,,,"u(11), a(1), ɔ(1)",u(12)
TL01,桐庐镇,P,"a(7), uo(1)","uo(11), a(4)","u(7), a(1)",u(17)
TL01,桐庐镇,T,,,"u(14), a(2), ɛ(1)",u(20)
TL01,桐庐镇,TS,"a(6), yo(1)","yo(14), a(1)",u(11),u(12)
TL01,桐庐镇,Ø,"a(6), iɛ(1)","uo(9), ia(4), a(1)","u(14), uo(1), y(1)",u(21)
TX01,桐乡城区,K,"a(10), ia(5)","a(11), ia(2)","u(12), a(1), o(1)",u(17)
TX01,桐乡城区,M,a(3),"a(4), o(3)",o(4),o(4)
TX01,桐乡城区,N,,,"u(9), a(2), o(1)",u(8)
TX01,桐乡城区,P,a(7),"a(11), o(11)",u(10),u(15)
TX01,桐乡城区,T,,,"u(8), a(2), o(2)",u(16)
TX01,桐乡城区,TS,"a(7), o(1)","o(16), a(6)",u(9),"u(11), o(1)"
TX01,桐乡城区,Ø,"a(3), iɛ(1), ɛ(1)","o(6), ia(2)","u(9), o(1)",u(10)
WJ01,吴江市松陵,K,"ɔ(9), iɔ(6)","ɔ(12), iɔ(4)","əu(18), iɔ(1), o(1), ɔ(1)","əu(20), u(3)"
WJ01,吴江市松陵,M,"ɔ(2), ᴇ(1)","o(6), ɔ(1)",o(4),o(7)
WJ01,吴江市松陵,N,,,"əu(8), ɔ(1)",əu(15)
WJ01,吴江市松陵,P,ɔ(8),"o(9), ɔ(1)",u(7),u(15)
WJ01,吴江市松陵,T,,,"əu(11), ɔ(1)",əu(19)
WJ01,吴江市松陵,TS,"ɔ(6), o(1), ᴇ(1)","o(15), ɔ(1)",əu(10),"əu(11), o(1)"
WJ01,吴江市松陵,Ø,"ɔ(6), ɪ(2)","o(10), iɔ(2), io(1)","u(8), əu(4), a(1), io(1)","u(11), əu(4)"
WJ02,吴江芦墟,K,"ɔ(5), iɔ(4)",ɔ(11),"əu(19), ɔ(1)",əu(17)
WJ02,吴江芦墟,M,ɔ(3),o(4),"o(1), əu(1)","o(3), əu(1)"
WJ02,吴江芦墟,N,,,əu(7),əu(11)
WJ02,吴江芦墟,P,ɔ(7),o(9),"u(5), o(2)",u(14)
WJ02,吴江芦墟,T,,,"əu(11), o(1), ɔ(1)",əu(19)
WJ02,吴江芦墟,TS,ɔ(6),"o(14), ɔ(1)","əu(4), i(1)",əu(13)
WJ02,吴江芦墟,Ø,"ɔ(4), iɔ(2)","o(9), iɔ(1)",u(9),"u(8), əu(1)"
WX01,无锡城区,K,"a(12), ia(6)","a(14), ia(6), u(3), a疑似入声(1)","əɯ(22), a(1)","u(28), ŋ(1)"
WX01,无锡城区,M,a(3),"u(7), a(1)",əɯ(5),"əɯ(7), ʌ(1)"
WX01,无锡城区,N,,,"əɯ(13), a(1), ʌ(1)",əɯ(15)
WX01,无锡城区,P,a(8),"u(12), a(2)",əɯ(12),əɯ(19)
WX01,无锡城区,T,,,"əɯ(17), a(1)",əɯ(20)
WX01,无锡城区,TS,a(9),"əɯ(15), a(7), ia(1)",əɯ(9),əɯ(12)
WX01,无锡城区,Ø,"a(6), ia(3)","u(8), ia(3), a(1)","əɯ(15), u(1), yəʔ(1), yʊ(1)",u(22)
WX02,吴县光福镇,K,"a(9), ia(6)","a(14), ia(4)","əu(26), a(1)",əu(30)
WX02,吴县光福镇,M,a(3),"o(4), a(2)",o(5),o(7)
WX02,吴县光福镇,N,,,əu(13),əu(15)
WX02,吴县光福镇,P,"a(7), o(1)","o(13), a(2)",u(11),u(16)
WX02,吴县光福镇,T,,,"əu(16), a(1)",əu(20)
WX02,吴县光福镇,TS,"a(5), o(2), ɛ(1)","o(16), a(1)",əu(8),"əu(11), o(1)"
WX02,吴县光福镇,Ø,"a(6), ɛ(2)","o(8), io(5)","əu(16), io(1)",əu(20)
XC01,新昌城关,K,"a(10), ia(4)","o̞(11), ia(3), a(1)","o(19), a(1), ia(1)",u(26)
XC01,新昌城关,M,"a(3), ɛ(1)","o̞(5), a(1), o(1)",o(4),o(7)
XC01,新昌城关,N,,,"o(8), a(2)","u(13), o(1)"
XC01,新昌城关,P,a(7),"o̞(10), a(1)","o(8), ɛ(2), a(1)",u(16)
XC01,新昌城关,T,,,"o(13), a(3), u(1)",u(21)
XC01,新昌城关,TS,"a(7), o̞(1)","o̞(14), a(1)","o(9), o̞(1)","u(11), o(2)"
XC01,新昌城关,Ø,"a(6), ia(1)","o̞(7), ia(2)",o(16),u(8)
XD01,新登下港,K,"a(13), ie(3), ia(2), ai(1), o(1)","o(12), ia(4)","u(23), a(2), ia(1), ɔ(1)",u(25)
XD01,新登下港,M,a(3),"o(7), a(1)",u(5),u(6)
XD01,新登下港,N,,,"u(11), ɔ(2), a(1)",u(14)
XD01,新登下港,P,"a(6), o(1)","o(12), a(1)","u(9), ɛ(2), a(1)",u(19)
XD01,新登下港,T,,,"u(17), a(2)",u(20)
XD01,新登下港,TS,"ia(6), yo(1)","yo(16), a(2), ia(1)",u(14),u(14)
XD01,新登下港,Ø,"a(6), ia(1), ɛ(1)","o(9), ia(4), ua(1)","u(17), o(1), y(1)",u(20)
XH02,萧山城厢,K,"a(13), ia(5)","o(15), ia(2), io(1)","o(15), ia(1)",u(26)
XH02,萧山城厢,M,a(3),o(7),o(4),o(7)
XH02,萧山城厢,N,,,"o(11), a(2), u(1)","u(14), o(1)"
XH02,萧山城厢,P,"a(6), o(1)","o(12), a(2)","o(11), a(1)",u(17)
XH02,萧山城厢,T,,,"o(16), a(2)",u(20)
XH02,萧山城厢,TS,"a(8), o(1)","o(15), a(5)",o(12),"u(11), o(1)"
XH02,萧山城厢,Ø,"a(5), ia(3), e(1)","o(10), io(5)","o(12), u(4)","u(22), o(1)"
XS01,象山丹城,K,"a(14), ia(2)","o(13), ia(4)","o(14), u(9), ia(1)",u(26)
XS01,象山丹城,M,"a(3), ɛ(1)","o(6), a(2)",o(4),o(7)
XS01,象山丹城,N,,,"o(12), a(2), u(1)","u(15), o(1)"
XS01,象山丹城,P,a(7),"o(12), a(1)",o(10),u(21)
XS01,象山丹城,T,,,"o(15), a(2)",u(20)
XS01,象山丹城,TS,"a(6), o(1)","o(19), a(3)",o(10),"u(11), o(2)"
XS01,象山丹城,Ø,"a(6), ia(1)","o(8), ia(3), a(1)","o(12), u(2), y(1)",u(22)
XS03,萧山南阳镇,K,"a(9), ia(1)","o(13), ia(6)","o(15), u(5)",u(23)
XS03,萧山南阳镇,M,a(2),"o(6), a(1)",o(4),o(1)
XS03,萧山南阳镇,N,,,o(11),u(13)
XS03,萧山南阳镇,P,a(6),"o(9), a(1)",o(8),u(18)
XS03,萧山南阳镇,T,,,"o(12), u(1)",u(19)
XS03,萧山南阳镇,TS,a(6),"o(16), a(3)",o(8),"u(9), o(2)"
XS03,萧山南阳镇,Ø,a(5),o(7),"o(8), u(4)",u(20)
XZ01,莘庄,K,"ᴀ(7), iᴀ(4)","ᴀ(12), iᴀ(4)","u(17), o(1), ɤ(1), ᴀ(1)",u(22)
XZ01,莘庄,M,ᴀ(3),"o(5), ᴀ(1)",o(4),o(6)
XZ01,莘庄,N,,,u(7),u(10)
XZ01,莘庄,P,ᴀ(7),"o(8), ᴀ(1)",u(5),u(14)
XZ01,莘庄,T,,,"u(7), ᴀ(2)",u(20)
XZ01,莘庄,TS,"ᴀ(8), o(2), e(1)","o(11), ᴀ(1)","u(7), o(1)","u(11), o(1)"
XZ01,莘庄,Ø,ᴀ(6),"iᴀ(5), ɔ(5), o(3)","u(11), iu(1)",u(11)
YQ01,於潜,K,"a(9), ia(2)","ia(14), uo(5)",u(22),u(25)
YQ01,於潜,M,a(3),uo(8),u(4),u(7)
YQ01,於潜,N,,,"u(10), a(1), o(1)",u(14)
YQ01,於潜,P,"a(7), uo(1)",uo(13),"u(9), a(1)",u(19)
YQ01,於潜,T,,,"u(17), a(2)",u(21)
YQ01,於潜,TS,"a(7), uo(1)","uo(14), a(6)","u(11), o(1)",u(13)
YQ01,於潜,Ø,a(5),"uo(9), ia(3), a(1)",u(13),u(19)
YX01,宜兴,K,"ia(9), a(6), o(1)","o(13), io(6)","ɷ(25), io(1)","u(24), ŋ(2)"
YX01,宜兴,M,a(3),o(5),au(2),"ɷ(4), au(3)"
YX01,宜兴,N,,,"ɷ(10), au(1), o(1)",u(15)
YX01,宜兴,P,a(6),"o(11), a(1)","au(8), oʔ(1)",u(19)
YX01,宜兴,T,,,"ɷ(15), o(1)",u(20)
YX01,宜兴,TS,"a(6), o(2)","o(19), a(1)","ɷ(9), o(1)","u(11), ɷ(2)"
YX01,宜兴,Ø,"a(3), ia(3), ɛ(1)","o(9), io(5)","ɷ(17), io(1)","u(17), oʔ(1)"
YX02,鄞县中区,K,"a(11), ie(4), ia(1)","o(16), ia(1)","əu(23), a(1), o(1)",u(22)
YX02,鄞县中区,M,"a(3), e(1)","o(6), a(1)",əu(4),"əu(7), u(2)"
YX02,鄞县中区,N,,,"əu(9), o(1)","u(14), əu(1)"
YX02,鄞县中区,P,"a(7), o(2)","o(11), a(1)",əu(11),u(17)
YX02,鄞县中区,T,,,"əu(12), o(3), a(1)",u(20)
YX02,鄞县中区,TS,a(7),"o(15), a(1)",əu(10),"u(11), əu(2)"
YX02,鄞县中区,Ø,"a(7), ie(2)","o(10), ia(1)",əu(16),u(19)
YY01,余姚城关,K,"a(14), ia(3)","o(14), ia(3), io(1)","ou(22), a(1), o(1)","u(20), ou(3), ŋ(3), o(1)"
YY01,余姚城关,M,a(3),"o(8), a(2)","ou(5), o(1)",ou(7)
YY01,余姚城关,N,,,ou(11),u(16)
YY01,余姚城关,P,a(8),"o(16), a(1)","ou(7), a(1)",u(17)
YY01,余姚城关,T,,,"ou(15), a(3)",u(20)
YY01,余姚城关,TS,a(9),o(20),"ou(11), o(1)","ɥ(9), ou(3)"
YY01,余姚城关,Ø,a(7),"o(11), ia(1)","ou(17), y(1)",u(21)
ZJ01,诸暨城关,K,"a(9), ia(2)","o(10), ia(6)","ɔi(19), a(1), ia(1)",u(18)
ZJ01,诸暨城关,M,a(2),"o(5), a(1)",ɔi(5),ɔi(5)
ZJ01,诸暨城关,N,,,ɔi(7),u(10)
ZJ01,诸暨城关,P,a(5),"o(8), a(6)","ɔi(11), a(1)",u(15)
ZJ01,诸暨城关,T,,,"ɔi(13), a(1), u(1)",u(20)
ZJ01,诸暨城关,TS,"a(9), o(1)","o(14), a(4)","ɔi(7), o(2), a(1)","u(10), ɔi(2)"
ZJ01,诸暨城关,Ø,"a(6), ia(1)","o(7), ia(2), io(1)","ɔi(12), y(1)","u(8), ɔi(1)"
ZJ02,诸暨璜山镇,K,"a(11), ia(5), iʊ(1)","ʊ(14), ia(1)","ɤɯ(26), ia(1)",u(28)
ZJ02,诸暨璜山镇,M,a(2),"ʊ(5), a(2)",ɤɯ(4),ɤɯ(7)
ZJ02,诸暨璜山镇,N,,,ɤɯ(7),u(16)
ZJ02,诸暨璜山镇,P,a(6),"ʊ(12), a(4)",ɤɯ(9),u(19)
ZJ02,诸暨璜山镇,T,,,"ɤɯ(12), a(3)",u(21)
ZJ02,诸暨璜山镇,TS,"a(7), ʊ(2)","ʊ(13), a(3)","ɤɯ(8), ʊ(1)","u(11), ɤɯ(2)"
ZJ02,诸暨璜山镇,Ø,"a(6), ia(1), ie(1)","ʊ(8), ia(2), iʊ(2)","ɤɯ(11), y(1)",u(17)
ZJ03,诸暨直埠镇,K,a(7),"o(12), ia(1)","ou(19), ia(1)",u(22)
ZJ03,诸暨直埠镇,M,a(2),"o(6), a(1)",ou(4),u(4)
ZJ03,诸暨直埠镇,N,,,ou(5),u(13)
ZJ03,诸暨直埠镇,P,a(5),"o(5), a(3)","ou(7), a(1)",u(13)
ZJ03,诸暨直埠镇,T,,,ou(8),"u(17), o(2)"
ZJ03,诸暨直埠镇,TS,"a(7), o(1)","o(14), a(2)","ou(6), o(1)","u(10), ou(2)"
ZJ03,诸暨直埠镇,Ø,"a(5), ia(1)","o(3), ia(1)",ou(9),u(8)
ZP01,周浦,K,"ᴀ(6), iᴀ(4)","ᴀ(14), iᴀ(2)","u(17), o(1), ɤ(1), ᴀ(1)",u(23)
ZP01,周浦,M,ᴀ(3),"o(5), ᴀ(1)",u(5),"u(4), o(2)"
ZP01,周浦,N,,,u(6),u(10)
ZP01,周浦,P,ᴀ(7),"o(8), ᴀ(1)",u(5),u(14)
ZP01,周浦,T,,,"u(7), ᴀ(2)",u(20)
ZP01,周浦,TS,"ᴀ(6), o(2), e(1)","iɔ(9), o(2), ᴀ(1)",u(8),"u(10), o(1)"
ZP01,周浦,Ø,ᴀ(6),"ɔ(6), iᴀ(3)",u(12),u(11)
ZR01,真如,K,"iᴀ(5), ᴀ(5)","ᴀ(12), iᴀ(4)","u(19), ᴀ(1)",u(23)
ZR01,真如,M,ᴀ(3),"o(5), ᴀ(1)",u(5),u(6)
ZR01,真如,N,,,u(6),u(10)
ZR01,真如,P,ᴀ(7),"o(8), ᴀ(1)",u(5),u(14)
ZR01,真如,T,,,"u(7), ᴀ(2)",u(20)
ZR01,真如,TS,"ᴀ(6), o(2)","o(11), ᴀ(1)",u(8),"u(10), o(1)"
ZR01,真如,Ø,ᴀ(6),"ɔ(4), iᴀ(3), o(2)",u(12),u(11)
ZS01,舟山定海,K,"a(13), ia(5)","o(17), ia(4)","au(22), a(1), ia(1), iɛ(1), o(1), u(1)",u(28)
ZS01,舟山定海,M,a(2),"o(6), a(1)",au(5),au(7)
ZS01,舟山定海,N,,,"au(10), a(1), o(1)",u(15)
ZS01,舟山定海,P,"a(6), o(1)","o(14), a(2)","au(9), u(1)",u(20)
ZS01,舟山定海,T,,,"au(12), a(3), o(3), u(1)",u(20)
ZS01,舟山定海,TS,a(8),"o(17), a(1)","au(11), o(1)","u(12), au(2)"
ZS01,舟山定海,Ø,a(6),"o(10), ia(2), a(1)","au(13), y(1)",u(21)
