point_id,point_name,subbranch,candidate_nucleus,observed_token_count,point_monophthong_token_count,in_core_nucleus,in_core_back_nucleus,core_nucleus_token_count,log_core_nucleus_token_count,candidate_is_back,distance_to_au,phonetic_fit_to_au,log_core_nucleus_token_count_z,phonetic_fit_to_au_z,predicted_probability,predicted_token_count
FY02,富阳东梓关,太湖片-临绍小片,a,0,88,1,0,40,3.713572066704308,0,1.5481924944915604,-1.5481924944915604,1.817685659094458,-0.624123430536104,0.004505213419238588,0.3964587808929958
FY02,富阳东梓关,太湖片-临绍小片,ɤ,0,88,0,0,0,0.0,1,1.0628264204469138,-1.0628264204469138,-0.46693359802595813,0.24922024819407998,0.004331773217766087,0.38119604316341565
FY02,富阳东梓关,太湖片-临绍小片,ʌ,0,88,0,0,0,0.0,1,1.121650569473399,-1.121650569473399,-0.46693359802595813,0.14337498735650964,0.003539382375238122,0.31146564902095475
FY02,富阳东梓关,太湖片-临绍小片,ɜ,0,88,0,0,0,0.0,0,1.425622670975739,-1.425622670975739,-0.46693359802595813,-0.4035773596527684,0.0012460707736971735,0.10965422808535127
FY02,富阳东梓关,太湖片-临绍小片,ɐ,0,88,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.0011870280693047827,0.10445847009882088
FY02,富阳东梓关,太湖片-临绍小片,ə,0,88,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.0011870280693047827,0.10445847009882088
FY02,富阳东梓关,太湖片-临绍小片,ɯ,0,88,0,0,0,0.0,1,1.5391231269784755,-1.5391231269784755,-0.46693359802595813,-0.6078044597402487,0.0008438259989010182,0.0742566879032896
FY02,富阳东梓关,太湖片-临绍小片,æ,0,88,0,0,0,0.0,0,2.1077238908357994,-2.1077238908357994,-0.46693359802595813,-1.6309165176099327,0.00011971964975443279,0.010535329178390085
GQ01,高桥,太湖片-苏沪嘉小片,ɔ,70,70,1,1,1,0.6931471805599453,1,0.0,-0.0,-0.04050390492150895,2.1616174789064986,0.9215134631880434,64.50594242316303
GQ01,高桥,太湖片-苏沪嘉小片,ɒ,0,70,0,0,0,0.0,1,0.35999999999999993,-0.35999999999999993,-0.46693359802595813,1.5138513057933247,0.048591426345801395,3.4013998442060975
GQ01,高桥,太湖片-苏沪嘉小片,u,0,70,1,1,155,5.049856007249537,1,1.1700000000000002,-1.1700000000000002,2.6397782343059437,0.05637741628868252,0.01657321305973966,1.1601249141817762
GQ01,高桥,太湖片-苏沪嘉小片,ɤ,0,70,0,0,0,0.0,1,1.0628264204469138,-1.0628264204469138,-0.46693359802595813,0.24922024819407998,0.004347804728315558,0.3043463309820891
GQ01,高桥,太湖片-苏沪嘉小片,ʌ,0,70,0,0,0,0.0,1,1.121650569473399,-1.121650569473399,-0.46693359802595813,0.14337498735650964,0.0035524813171805406,0.24867369220263785
GQ01,高桥,太湖片-苏沪嘉小片,ɜ,0,70,0,0,0,0.0,0,1.425622670975739,-1.425622670975739,-0.46693359802595813,-0.4035773596527684,0.0012506823717078873,0.08754776601955211
GQ01,高桥,太湖片-苏沪嘉小片,ɐ,0,70,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.0011914211554750211,0.08339948088325148
GQ01,高桥,太湖片-苏沪嘉小片,ə,0,70,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.0011914211554750211,0.08339948088325148
GQ01,高桥,太湖片-苏沪嘉小片,ɯ,0,70,0,0,0,0.0,1,1.5391231269784755,-1.5391231269784755,-0.46693359802595813,-0.6078044597402487,0.0008469489244844299,0.059286424713910095
GQ01,高桥,太湖片-苏沪嘉小片,a,0,70,0,0,0,0.0,0,1.5481924944915604,-1.5481924944915604,-0.46693359802595813,-0.624123430536104,0.0008209750321600835,0.057468252251205845
GQ01,高桥,太湖片-苏沪嘉小片,æ,0,70,0,0,0,0.0,0,2.1077238908357994,-2.1077238908357994,-0.46693359802595813,-1.6309165176099327,0.00012016272161704682,0.008411390513193277
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɔ,90,90,0,0,0,0.0,1,0.0,-0.0,-0.46693359802595813,2.1616174789064986,0.6806799550746305,61.26119595671675
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɒ,0,90,0,0,0,0.0,1,0.35999999999999993,-0.35999999999999993,-0.46693359802595813,1.5138513057933247,0.19769271360391252,17.792344224352128
HM01,海门镇沙地话,太湖片-苏沪嘉小片,u,0,90,1,1,206,5.332718793265369,1,1.1700000000000002,-1.1700000000000002,2.8137976841635615,0.05637741628868252,0.06742760419501116,6.0684843775510044
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɤ,0,90,0,0,0,0.0,1,1.0628264204469138,-1.0628264204469138,-0.46693359802595813,0.24922024819407998,0.017688908920758466,1.5920018028682619
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ʌ,0,90,0,0,0,0.0,1,1.121650569473399,-1.121650569473399,-0.46693359802595813,0.14337498735650964,0.014453160247297528,1.3007844222567775
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɜ,0,90,0,0,0,0.0,0,1.425622670975739,-1.425622670975739,-0.46693359802595813,-0.4035773596527684,0.005088362505762778,0.45795262551865
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɐ,0,90,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.004847260082360551,0.43625340741244956
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ə,0,90,0,0,0,0.0,0,1.4397569239284802,-1.4397569239284802,-0.46693359802595813,-0.42900983450002067,0.004847260082360551,0.43625340741244956
HM01,海门镇沙地话,太湖片-苏沪嘉小片,ɯ,0,90,0,0,0,0.0,1,1.5391231269784755,-1.5391231269784755,-0.46693359802595813,-0.6078044597402487,0.003445785476097876,0.31012069284880883
