point_id,point_name,onset_class,S0,S1,S2,S3,exact_chain,slot_distinct_count,一级分类,二级分类,三级分类(详细模式),is_leapfrog,unplaced_values
ZJ03,诸暨直埠镇,P,a,o,ou,u,a → o → ou → u,4,分立型,全不等,全对立,False,
ZP01,周浦,P,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
ZR01,真如,P,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
ZS01,舟山定海,P,a,o,au,u,a → o → au → u,4,分立型,全不等,全对立,False,
AJ01,安吉安城,TS,a,ɷ,ɷ,u,a → ɷ → ɷ → u,3,合流型,单一合并,S1=S2,False,
BL01,北仑,TS,a,o,au,u,a → o → au → u,4,分立型,全不等,全对立,False,
BS01,宝山,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
BZ01,堡镇,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
CM01,崇明城桥,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
CS01,川沙浦东,TS,ᴀ,iɔ,u,u,ᴀ → iɔ → u → u,3,合流型,单一合并,S2=S3,False,
CS02,常熟虞山镇,TS,ᴀ,u,ɯ,ɯ,ᴀ → u → ɯ → ɯ,3,合流型,单一合并,S2=S3,False,
CX01,慈溪逍林,TS,a,o,ou,ou,a → o → ou → ou,3,合流型,单一合并,S2=S3,False,
CX02,长兴,TS,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
CZ01,常州,TS,a,o,ɤɯ,ɥ,a → o → ɤɯ → ɥ,4,分立型,全不等,全对立,False,S3=ɥ
DB01,郎溪梅渚镇定埠,TS,ᴇ,ɑ,ɷ,ʮ,ᴇ → ɑ → ɷ → ʮ,4,分立型,全不等,全对立,False,S3=ʮ
DQ01,德清乾元,TS,a,ɔ,u,u,a → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
DS01,岱山岱西镇,TS,a,o,ɐu,u,a → o → ɐu → u,4,分立型,全不等,全对立,False,
DY01,丹阳,TS,ɑ,ɑ,ə,u,ɑ → ɑ → ə → u,3,合流型,单一合并,S0=S1,False,
FC01,奉城,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
FH01,奉化西坞,TS,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
FJ01,枫泾镇,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
FX01,奉贤,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
FY01,富阳城关,TS,a,o,ʊ,ʊ,a → o → ʊ → ʊ,3,合流型,单一合并,S2=S3,False,
FY02,富阳东梓关,TS,ia,uo,u,u,ia → uo → u → u,3,合流型,单一合并,S2=S3,False,
GQ01,高桥,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
HM01,海门镇沙地话,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
HM02,海门四甲,TS,ɑ,yo,ɤ,ɯ,ɑ → yo → ɤ → ɯ,4,分立型,全不等,全对立,False,
HN01,海宁硖石,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
HY01,海盐县城,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
HZ01,杭州城区,TS,ɛ,a,o,o,ɛ → a → o → o,3,合流型,单一合并,S2=S3,False,
HZ02,湖州市区,TS,a,ɷ,əu,əu,a → ɷ → əu → əu,3,合流型,单一合并,S2=S3,False,
JD01,嘉定城厢,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
JJ01,靖江城区,TS,æ,o,ʌɤ,u,æ → o → ʌɤ → u,4,分立型,全不等,全对立,False,
JS01,嘉善魏塘镇,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
JS02,金山朱泾,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
JT01,金坛,TS,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
JW01,江湾,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
JX01,嘉兴城区,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
JY01,江阴城区澄江镇,TS,æ,o,əɯ,əɯ,æ → o → əɯ → əɯ,3,合流型,单一合并,S2=S3,False,
KQ01,柯桥,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
KS01,昆山市区玉山镇,TS,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
LA01,临安城区,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
LP01,临平五杭,TS,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
LT01,练塘,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
LY01,溧阳,TS,ᴀ,o,ʌɯ,u,ᴀ → o → ʌɯ → u,4,分立型,全不等,全对立,False,
MH01,闵行,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
NB01,宁波市区,TS,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
NH01,南汇惠南镇,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
NT01,南通金沙镇,TS,æ,o,ɤɯ,u,æ → o → ɤɯ → u,4,分立型,全不等,全对立,False,
PB01,彭埠镇,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
PH01,平湖城关,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
QD01,启东吕四,TS,a,yo,ɤ,u,a → yo → ɤ → u,4,分立型,全不等,全对立,False,
QP01,青浦商榻,TS,ɒ,ʊ,əu,əu,ɒ → ʊ → əu → əu,3,合流型,单一合并,S2=S3,False,
SH01,上海市区,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
SJ01,松江镇,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
SJ02,泗泾,TS,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
SL01,三林,TS,ᴀ,iɔ,u,u,ᴀ → iɔ → u → u,3,合流型,单一合并,S2=S3,False,
SX01,绍兴城区东头埭,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
SY02,上虞百官镇,TS,ɐ,o,o,y,ɐ → o → o → y,3,合流型,单一合并,S1=S2,False,
SZ01,苏州城区,TS,ɑ,o,əu,əu,ɑ → o → əu → əu,3,合流型,单一合并,S2=S3,False,
SZ02,嵊州长乐,TS,a,ɔ,ɔ,u,a → ɔ → ɔ → u,3,合流型,单一合并,S1=S2,False,
SZ03,嵊州崇仁镇,TS,a,ɤ,ɤ,u,a → ɤ → ɤ → u,3,合流型,单一合并,S1=S2,False,
TC01,太仓沙溪,TS,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
TC02,太仓城厢,TS,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
TL01,桐庐镇,TS,a,yo,u,u,a → yo → u → u,3,合流型,单一合并,S2=S3,False,
TX01,桐乡城区,TS,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
WJ01,吴江市松陵,TS,ɔ,o,əu,əu,ɔ → o → əu → əu,3,合流型,单一合并,S2=S3,False,
WJ02,吴江芦墟,TS,ɔ,o,əu,əu,ɔ → o → əu → əu,3,合流型,单一合并,S2=S3,False,
WX01,无锡城区,TS,a,əɯ,əɯ,əɯ,a → əɯ → əɯ → əɯ,2,合流型,多元合并,S1=S2=S3,False,
WX02,吴县光福镇,TS,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
XC01,新昌城关,TS,a,o̞,o,u,a → o̞ → o → u,4,分立型,全不等,全对立,False,
XD01,新登下港,TS,ia,yo,u,u,ia → yo → u → u,3,合流型,单一合并,S2=S3,False,
XH02,萧山城厢,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XS01,象山丹城,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XS03,萧山南阳镇,TS,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XZ01,莘庄,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
YQ01,於潜,TS,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
YX01,宜兴,TS,a,o,ɷ,u,a → o → ɷ → u,4,分立型,全不等,全对立,False,
YX02,鄞县中区,TS,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
YY01,余姚城关,TS,a,o,ou,ɥ,a → o → ou → ɥ,4,分立型,全不等,全对立,False,S3=ɥ
ZJ01,诸暨城关,TS,a,o,ɔi,u,a → o → ɔi → u,4,分立型,全不等,全对立,False,
ZJ02,诸暨璜山镇,TS,a,ʊ,ɤɯ,u,a → ʊ → ɤɯ → u,4,分立型,全不等,全对立,False,
ZJ03,诸暨直埠镇,TS,a,o,ou,u,a → o → ou → u,4,分立型,全不等,全对立,False,
ZP01,周浦,TS,ᴀ,iɔ,u,u,ᴀ → iɔ → u → u,3,合流型,单一合并,S2=S3,False,
ZR01,真如,TS,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
ZS01,舟山定海,TS,a,o,au,u,a → o → au → u,4,分立型,全不等,全对立,False,
AJ01,安吉安城,Ø,a,ɷ,u,u,a → ɷ → u → u,3,合流型,单一合并,S2=S3,False,
BL01,北仑,Ø,a,uo,au,u,a → uo → au → u,4,分立型,全不等,全对立,False,
BS01,宝山,Ø,ᴀ,ia,u,u,ᴀ → ia → u → u,3,合流型,单一合并,S2=S3,False,
BZ01,堡镇,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
CM01,崇明城桥,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
CS01,川沙浦东,Ø,ᴀ,ɔ,u,u,ᴀ → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
CS02,常熟虞山镇,Ø,ᴀ,u,ɯ,u,ᴀ → u → ɯ → u,3,合流型,单一合并,S1=S3 [越级],True,
CX01,慈溪逍林,Ø,a,o,ou,u,a → o → ou → u,4,分立型,全不等,全对立,False,
CX02,长兴,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
CZ01,常州,Ø,a,ia,ɤɯ,u,a → ia → ɤɯ → u,4,分立型,全不等,全对立,False,
DB01,郎溪梅渚镇定埠,Ø,ᴇ,ɑ,ɷ,u,ᴇ → ɑ → ɷ → u,4,分立型,全不等,全对立,False,
DQ01,德清乾元,Ø,a,ɔ,u,u,a → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
DS01,岱山岱西镇,Ø,a,o,ɐu,u,a → o → ɐu → u,4,分立型,全不等,全对立,False,
DY01,丹阳,Ø,ɑ,iɑ,ə,u,ɑ → iɑ → ə → u,4,分立型,全不等,全对立,False,
FC01,奉城,Ø,ɑ,ɔ,u,u,ɑ → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
FH01,奉化西坞,Ø,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
FJ01,枫泾镇,Ø,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
FX01,奉贤,Ø,ɑ,iɑ,u,u,ɑ → iɑ → u → u,3,合流型,单一合并,S2=S3,False,
FY01,富阳城关,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
FY02,富阳东梓关,Ø,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
GQ01,高桥,Ø,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
HM01,海门镇沙地话,Ø,ɑ,iɑ,u,u,ɑ → iɑ → u → u,3,合流型,单一合并,S2=S3,False,
HM02,海门四甲,Ø,ɑ,ɯo,ɤ,ɯ,ɑ → ɯo → ɤ → ɯ,4,分立型,全不等,全对立,False,
HN01,海宁硖石,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
HY01,海盐县城,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
HZ01,杭州城区,Ø,iɛ,ia,o,u,iɛ → ia → o → u,4,分立型,全不等,全对立,False,
HZ02,湖州市区,Ø,a,ɷ,u,əu,a → ɷ → u → əu,4,分立型,全不等,全对立,False,
JD01,嘉定城厢,Ø,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
JJ01,靖江城区,Ø,æ,o,ʌɤ,u,æ → o → ʌɤ → u,4,分立型,全不等,全对立,False,
JS01,嘉善魏塘镇,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
JS02,金山朱泾,Ø,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
JT01,金坛,Ø,iɛ,ia,əu,u,iɛ → ia → əu → u,4,分立型,全不等,全对立,False,
JW01,江湾,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
JX01,嘉兴城区,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
JY01,江阴城区澄江镇,Ø,æ,o,əɯ,u,æ → o → əɯ → u,4,分立型,全不等,全对立,False,
KQ01,柯桥,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
KS01,昆山市区玉山镇,Ø,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
LA01,临安城区,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
LP01,临平五杭,Ø,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
LT01,练塘,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
LY01,溧阳,Ø,ᴀ,o,ʌɯ,u,ᴀ → o → ʌɯ → u,4,分立型,全不等,全对立,False,
MH01,闵行,Ø,a,ɔ,u,u,a → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
NB01,宁波市区,Ø,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
NH01,南汇惠南镇,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
NT01,南通金沙镇,Ø,æ,uo,ɤɯ,u,æ → uo → ɤɯ → u,4,分立型,全不等,全对立,False,
PB01,彭埠镇,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
PH01,平湖城关,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
QD01,启东吕四,Ø,a,o,ɤ,u,a → o → ɤ → u,4,分立型,全不等,全对立,False,
QP01,青浦商榻,Ø,ɒ,ʊ,u,u,ɒ → ʊ → u → u,3,合流型,单一合并,S2=S3,False,
SH01,上海市区,Ø,ᴀ,o,u,u,ᴀ → o → u → u,3,合流型,单一合并,S2=S3,False,
SJ01,松江镇,Ø,ɑ,iɑ,u,u,ɑ → iɑ → u → u,3,合流型,单一合并,S2=S3,False,
SJ02,泗泾,Ø,ɑ,o,u,u,ɑ → o → u → u,3,合流型,单一合并,S2=S3,False,
SL01,三林,Ø,ᴀ,ɔ,u,u,ᴀ → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
SX01,绍兴城区东头埭,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
SY02,上虞百官镇,Ø,ɐ,o,o,u,ɐ → o → o → u,3,合流型,单一合并,S1=S2,False,
SZ01,苏州城区,Ø,ɑ,o,əu,əu,ɑ → o → əu → əu,3,合流型,单一合并,S2=S3,False,
SZ02,嵊州长乐,Ø,a,ɔ,o,u,a → ɔ → o → u,4,分立型,全不等,全对立,False,
SZ03,嵊州崇仁镇,Ø,a,ɤ,ɤ,u,a → ɤ → ɤ → u,3,合流型,单一合并,S1=S2,False,
TC01,太仓沙溪,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
TC02,太仓城厢,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
TL01,桐庐镇,Ø,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
TX01,桐乡城区,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
WJ01,吴江市松陵,Ø,ɔ,o,u,u,ɔ → o → u → u,3,合流型,单一合并,S2=S3,False,
WJ02,吴江芦墟,Ø,ɔ,o,u,u,ɔ → o → u → u,3,合流型,单一合并,S2=S3,False,
WX01,无锡城区,Ø,a,u,əɯ,u,a → u → əɯ → u,3,合流型,单一合并,S1=S3 [越级],True,
WX02,吴县光福镇,Ø,a,o,əu,əu,a → o → əu → əu,3,合流型,单一合并,S2=S3,False,
XC01,新昌城关,Ø,a,o̞,o,u,a → o̞ → o → u,4,分立型,全不等,全对立,False,
XD01,新登下港,Ø,a,o,u,u,a → o → u → u,3,合流型,单一合并,S2=S3,False,
XH02,萧山城厢,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XS01,象山丹城,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XS03,萧山南阳镇,Ø,a,o,o,u,a → o → o → u,3,合流型,单一合并,S1=S2,False,
XZ01,莘庄,Ø,ᴀ,iᴀ,u,u,ᴀ → iᴀ → u → u,3,合流型,单一合并,S2=S3,False,
YQ01,於潜,Ø,a,uo,u,u,a → uo → u → u,3,合流型,单一合并,S2=S3,False,
YX01,宜兴,Ø,ia,o,ɷ,u,ia → o → ɷ → u,4,分立型,全不等,全对立,False,
YX02,鄞县中区,Ø,a,o,əu,u,a → o → əu → u,4,分立型,全不等,全对立,False,
YY01,余姚城关,Ø,a,o,ou,u,a → o → ou → u,4,分立型,全不等,全对立,False,
ZJ01,诸暨城关,Ø,a,o,ɔi,u,a → o → ɔi → u,4,分立型,全不等,全对立,False,
ZJ02,诸暨璜山镇,Ø,a,ʊ,ɤɯ,u,a → ʊ → ɤɯ → u,4,分立型,全不等,全对立,False,
ZJ03,诸暨直埠镇,Ø,a,o,ou,u,a → o → ou → u,4,分立型,全不等,全对立,False,
ZP01,周浦,Ø,ᴀ,ɔ,u,u,ᴀ → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
ZR01,真如,Ø,ᴀ,ɔ,u,u,ᴀ → ɔ → u → u,3,合流型,单一合并,S2=S3,False,
ZS01,舟山定海,Ø,a,o,au,u,a → o → au → u,4,分立型,全不等,全对立,False,
