point_id,point_name,onset_class,valid_slots,onset_inventory_size,slot_inventory_size,ratio,S0_onset_size,S0_slot_size,S0_ratio,S1_onset_size,S1_slot_size,S1_ratio,S2_onset_size,S2_slot_size,S2_ratio,S3_onset_size,S3_slot_size,S3_ratio
DS01,岱山岱西镇,K,S0+S1+S2+S3,12,19,0.631578947368421,3,6,0.5,4,5,0.8,4,6,0.6666666666666666,1,2,0.5
DS01,岱山岱西镇,M,S0+S1+S2+S3,6,19,0.3157894736842105,1,6,0.16666666666666666,3,5,0.6,1,6,0.16666666666666666,1,2,0.5
DS01,岱山岱西镇,N,S2+S3,5,8,0.625,,,,,,,3,6,0.5,2,2,1.0
DS01,岱山岱西镇,P,S0+S1+S2+S3,6,19,0.3157894736842105,2,6,0.3333333333333333,2,5,0.4,1,6,0.16666666666666666,1,2,0.5
DS01,岱山岱西镇,T,S2+S3,5,8,0.625,,,,,,,4,6,0.6666666666666666,1,2,0.5
DS01,岱山岱西镇,TS,S0+S1+S2+S3,8,19,0.42105263157894735,3,6,0.5,2,5,0.4,1,6,0.16666666666666666,2,2,1.0
DS01,岱山岱西镇,Ø,S0+S1+S2+S3,8,19,0.42105263157894735,2,6,0.3333333333333333,2,5,0.4,3,6,0.5,1,2,0.5
DY01,丹阳,K,S0+S1+S2+S3,10,13,0.7692307692307693,4,4,1.0,2,2,1.0,3,5,0.6,1,2,0.5
DY01,丹阳,M,S0+S1+S2+S3,5,13,0.38461538461538464,2,4,0.5,1,2,0.5,1,5,0.2,1,2,0.5
DY01,丹阳,N,S2+S3,5,7,0.7142857142857143,,,,,,,3,5,0.6,2,2,1.0
DY01,丹阳,P,S0+S1+S2+S3,5,13,0.38461538461538464,2,4,0.5,1,2,0.5,1,5,0.2,1,2,0.5
DY01,丹阳,T,S2+S3,4,7,0.5714285714285714,,,,,,,2,5,0.4,2,2,1.0
DY01,丹阳,TS,S0+S1+S2+S3,6,13,0.46153846153846156,2,4,0.5,1,2,0.5,1,5,0.2,2,2,1.0
DY01,丹阳,Ø,S0+S1+S2+S3,8,13,0.6153846153846154,3,4,0.75,2,2,1.0,2,5,0.4,1,2,0.5
FC01,奉城,K,S0+S1+S2+S3,9,15,0.6,2,3,0.6666666666666666,2,4,0.5,4,6,0.6666666666666666,1,2,0.5
FC01,奉城,M,S0+S1+S2+S3,5,15,0.3333333333333333,1,3,0.3333333333333333,2,4,0.5,1,6,0.16666666666666666,1,2,0.5
FC01,奉城,N,S2+S3,2,8,0.25,,,,,,,1,6,0.16666666666666666,1,2,0.5
FC01,奉城,P,S0+S1+S2+S3,5,15,0.3333333333333333,1,3,0.3333333333333333,2,4,0.5,1,6,0.16666666666666666,1,2,0.5
FC01,奉城,T,S2+S3,4,8,0.5,,,,,,,3,6,0.5,1,2,0.5
FC01,奉城,TS,S0+S1+S2+S3,8,15,0.5333333333333333,2,3,0.6666666666666666,2,4,0.5,2,6,0.3333333333333333,2,2,1.0
FC01,奉城,Ø,S0+S1+S2+S3,6,15,0.4,1,3,0.3333333333333333,3,4,0.75,1,6,0.16666666666666666,1,2,0.5
FH01,奉化西坞,K,S0+S1+S2+S3,10,16,0.625,4,6,0.6666666666666666,2,3,0.6666666666666666,2,4,0.5,2,3,0.6666666666666666
FH01,奉化西坞,M,S0+S1+S2+S3,5,16,0.3125,2,6,0.3333333333333333,1,3,0.3333333333333333,1,4,0.25,1,3,0.3333333333333333
FH01,奉化西坞,N,S2+S3,5,7,0.7142857142857143,,,,,,,3,4,0.75,2,3,0.6666666666666666
FH01,奉化西坞,P,S0+S1+S2+S3,7,16,0.4375,2,6,0.3333333333333333,2,3,0.6666666666666666,2,4,0.5,1,3,0.3333333333333333
FH01,奉化西坞,T,S2+S3,4,7,0.5714285714285714,,,,,,,3,4,0.75,1,3,0.3333333333333333
FH01,奉化西坞,TS,S0+S1+S2+S3,7,16,0.4375,1,6,0.16666666666666666,2,3,0.6666666666666666,2,4,0.5,2,3,0.6666666666666666
FH01,奉化西坞,Ø,S0+S1+S2+S3,7,16,0.4375,2,6,0.3333333333333333,2,3,0.6666666666666666,2,4,0.5,1,3,0.3333333333333333
FJ01,枫泾镇,K,S0+S1+S2+S3,10,16,0.625,2,4,0.5,2,4,0.5,4,5,0.8,2,3,0.6666666666666666
FJ01,枫泾镇,M,S0+S1+S2+S3,6,16,0.375,1,4,0.25,2,4,0.5,1,5,0.2,2,3,0.6666666666666666
FJ01,枫泾镇,N,S2+S3,2,8,0.25,,,,,,,1,5,0.2,1,3,0.3333333333333333
FJ01,枫泾镇,P,S0+S1+S2+S3,5,16,0.3125,1,4,0.25,2,4,0.5,1,5,0.2,1,3,0.3333333333333333
FJ01,枫泾镇,T,S2+S3,4,8,0.5,,,,,,,3,5,0.6,1,3,0.3333333333333333
FJ01,枫泾镇,TS,S0+S1+S2+S3,8,16,0.5,3,4,0.75,2,4,0.5,1,5,0.2,2,3,0.6666666666666666
FJ01,枫泾镇,Ø,S0+S1+S2+S3,8,16,0.5,2,4,0.5,3,4,0.75,2,5,0.4,1,3,0.3333333333333333
FX01,奉贤,K,S0+S1+S2+S3,9,17,0.5294117647058824,2,5,0.4,2,4,0.5,4,6,0.6666666666666666,1,2,0.5
FX01,奉贤,M,S0+S1+S2+S3,5,17,0.29411764705882354,1,5,0.2,2,4,0.5,1,6,0.16666666666666666,1,2,0.5
FX01,奉贤,N,S2+S3,2,8,0.25,,,,,,,1,6,0.16666666666666666,1,2,0.5
FX01,奉贤,P,S0+S1+S2+S3,5,17,0.29411764705882354,1,5,0.2,2,4,0.5,1,6,0.16666666666666666,1,2,0.5
FX01,奉贤,T,S2+S3,4,8,0.5,,,,,,,3,6,0.5,1,2,0.5
FX01,奉贤,TS,S0+S1+S2+S3,8,17,0.47058823529411764,2,5,0.4,2,4,0.5,2,6,0.3333333333333333,2,2,1.0
FX01,奉贤,Ø,S0+S1+S2+S3,10,17,0.5882352941176471,3,5,0.6,3,4,0.75,3,6,0.5,1,2,0.5
FY01,富阳城关,K,S0+S1+S2+S3,9,15,0.6,3,4,0.75,2,3,0.6666666666666666,3,6,0.5,1,2,0.5
FY01,富阳城关,M,S0+S1+S2+S3,6,15,0.4,1,4,0.25,2,3,0.6666666666666666,2,6,0.3333333333333333,1,2,0.5
FY01,富阳城关,N,S2+S3,5,8,0.625,,,,,,,4,6,0.6666666666666666,1,2,0.5
FY01,富阳城关,P,S0+S1+S2+S3,7,15,0.4666666666666667,2,4,0.5,2,3,0.6666666666666666,2,6,0.3333333333333333,1,2,0.5
FY01,富阳城关,T,S2+S3,3,8,0.375,,,,,,,2,6,0.3333333333333333,1,2,0.5
FY01,富阳城关,TS,S0+S1+S2+S3,6,15,0.4,2,4,0.5,2,3,0.6666666666666666,1,6,0.16666666666666666,1,2,0.5
FY01,富阳城关,Ø,S0+S1+S2+S3,9,15,0.6,1,4,0.25,2,3,0.6666666666666666,5,6,0.8333333333333334,1,2,0.5
FY02,富阳东梓关,K,S0+S1+S2+S3,8,15,0.5333333333333333,3,5,0.6,2,3,0.6666666666666666,2,6,0.3333333333333333,1,1,1.0
FY02,富阳东梓关,M,S0+S1+S2+S3,5,15,0.3333333333333333,1,5,0.2,1,3,0.3333333333333333,2,6,0.3333333333333333,1,1,1.0
FY02,富阳东梓关,N,S2+S3,5,7,0.7142857142857143,,,,,,,4,6,0.6666666666666666,1,1,1.0
FY02,富阳东梓关,P,S0+S1+S2+S3,7,15,0.4666666666666667,2,5,0.4,1,3,0.3333333333333333,3,6,0.5,1,1,1.0
FY02,富阳东梓关,T,S2+S3,3,7,0.42857142857142855,,,,,,,2,6,0.3333333333333333,1,1,1.0
FY02,富阳东梓关,TS,S0+S1+S2+S3,10,15,0.6666666666666666,4,5,0.8,3,3,1.0,2,6,0.3333333333333333,1,1,1.0
FY02,富阳东梓关,Ø,S0+S1+S2+S3,7,15,0.4666666666666667,2,5,0.4,2,3,0.6666666666666666,2,6,0.3333333333333333,1,1,1.0
GQ01,高桥,K,S0+S1+S2+S3,8,15,0.5333333333333333,2,5,0.4,2,5,0.4,3,3,1.0,1,2,0.5
GQ01,高桥,M,S0+S1+S2+S3,5,15,0.3333333333333333,1,5,0.2,2,5,0.4,1,3,0.3333333333333333,1,2,0.5
GQ01,高桥,N,S2+S3,2,5,0.4,,,,,,,1,3,0.3333333333333333,1,2,0.5
GQ01,高桥,P,S0+S1+S2+S3,5,15,0.3333333333333333,1,5,0.2,2,5,0.4,1,3,0.3333333333333333,1,2,0.5
GQ01,高桥,T,S2+S3,3,5,0.6,,,,,,,2,3,0.6666666666666666,1,2,0.5
GQ01,高桥,TS,S0+S1+S2+S3,8,15,0.5333333333333333,3,5,0.6,2,5,0.4,1,3,0.3333333333333333,2,2,1.0
GQ01,高桥,Ø,S0+S1+S2+S3,7,15,0.4666666666666667,2,5,0.4,3,5,0.6,1,3,0.3333333333333333,1,2,0.5
HM01,海门镇沙地话,K,S0+S1+S2+S3,8,13,0.6153846153846154,3,5,0.6,2,4,0.5,2,3,0.6666666666666666,1,1,1.0
HM01,海门镇沙地话,M,S0+S1+S2+S3,6,13,0.46153846153846156,2,5,0.4,2,4,0.5,1,3,0.3333333333333333,1,1,1.0
HM01,海门镇沙地话,N,S2+S3,3,4,0.75,,,,,,,2,3,0.6666666666666666,1,1,1.0
HM01,海门镇沙地话,P,S0+S1+S2+S3,7,13,0.5384615384615384,3,5,0.6,2,4,0.5,1,3,0.3333333333333333,1,1,1.0
HM01,海门镇沙地话,T,S2+S3,3,4,0.75,,,,,,,2,3,0.6666666666666666,1,1,1.0
HM01,海门镇沙地话,TS,S0+S1+S2+S3,7,13,0.5384615384615384,3,5,0.6,2,4,0.5,1,3,0.3333333333333333,1,1,1.0
HM01,海门镇沙地话,Ø,S0+S1+S2+S3,11,13,0.8461538461538461,3,5,0.6,4,4,1.0,3,3,1.0,1,1,1.0
HM02,海门四甲,K,S0+S1+S2+S3,10,15,0.6666666666666666,3,4,0.75,4,5,0.8,2,4,0.5,1,2,0.5
HM02,海门四甲,M,S0+S1+S2+S3,5,15,0.3333333333333333,1,4,0.25,2,5,0.4,1,4,0.25,1,2,0.5
HM02,海门四甲,N,S2+S3,5,6,0.8333333333333334,,,,,,,3,4,0.75,2,2,1.0
HM02,海门四甲,P,S0+S1+S2+S3,5,15,0.3333333333333333,1,4,0.25,2,5,0.4,1,4,0.25,1,2,0.5
HM02,海门四甲,T,S2+S3,4,6,0.6666666666666666,,,,,,,3,4,0.75,1,2,0.5
HM02,海门四甲,TS,S0+S1+S2+S3,6,15,0.4,2,4,0.5,1,5,0.2,1,4,0.25,2,2,1.0
HM02,海门四甲,Ø,S0+S1+S2+S3,8,15,0.5333333333333333,2,4,0.5,2,5,0.4,3,4,0.75,1,2,0.5
HN01,海宁城关,K,S0+S1+S2+S3,9,13,0.6923076923076923,2,4,0.5,2,3,0.6666666666666666,3,3,1.0,2,3,0.6666666666666666
HN01,海宁城关,M,S0+S1+S2+S3,5,13,0.38461538461538464,1,4,0.25,2,3,0.6666666666666666,1,3,0.3333333333333333,1,3,0.3333333333333333
HN01,海宁城关,N,S2+S3,2,6,0.3333333333333333,,,,,,,1,3,0.3333333333333333,1,3,0.3333333333333333
HN01,海宁城关,P,S0+S1+S2+S3,5,13,0.38461538461538464,1,4,0.25,2,3,0.6666666666666666,1,3,0.3333333333333333,1,3,0.3333333333333333
HN01,海宁城关,T,S2+S3,4,6,0.6666666666666666,,,,,,,3,3,1.0,1,3,0.3333333333333333
HN01,海宁城关,TS,S0+S1+S2+S3,8,13,0.6153846153846154,2,4,0.5,2,3,0.6666666666666666,2,3,0.6666666666666666,2,3,0.6666666666666666
HN01,海宁城关,Ø,S0+S1+S2+S3,6,13,0.46153846153846156,2,4,0.5,2,3,0.6666666666666666,1,3,0.3333333333333333,1,3,0.3333333333333333
